,Start_date,End_Date,Name,Country,Category,Class,Season,Race_Days,uci_name,continent,name,country,latitude,longitude,Continent
0,2017-10-24,2017-10-29,Vuelta a Colombia Femenina Oro y Paz,COLOMBIA,WE,2.2,2018,6.0,COLOMBIA,AMERICAS,Colombia,CO,4.570868,-74.297333,Americas
1,2017-10-23,2017-11-01,Vuelta a Guatemala,GUATEMALA,ME,2.2,2018,10.0,GUATEMALA,AMERICAS,Guatemala,GT,15.783471,-90.230759,Americas
2,2017-10-27,2017-11-05,Tour du Faso,BURKINA FASO,ME,2.2,2018,10.0,BURKINA FASO,AFRICA,Burkina Faso,BF,12.238333,-1.561593,Africas
3,2017-10-27,2017-11-05,Vuelta Ciclista a Venezuela,BOLIVARIAN REPUBLIC OF VENEZUELA,ME,2.2,2018,10.0,BOLIVARIAN REPUBLIC OF VENEZUELA,AMERICAS,Venezuela,VE,6.42375,-66.58973,Americas
4,2017-10-28,2017-11-05,Tour of Hainan,PEOPLE'S REPUBLIC OF CHINA,ME,2.HC,2018,9.0,PEOPLE'S REPUBLIC OF CHINA,ASIA,China,CN,35.86166,104.195397,Asia
5,2017-11-08,2017-11-12,Tour of Fuzhou,PEOPLE'S REPUBLIC OF CHINA,ME,2.1,2018,5.0,PEOPLE'S REPUBLIC OF CHINA,ASIA,China,CN,35.86166,104.195397,Asia
6,2017-11-12,2017-11-12,Tour de Okinawa,JAPAN,ME,1.2,2018,1.0,JAPAN,ASIA,Japan,JP,36.204824,138.252924,Asia
7,2017-11-12,2017-11-19,Tour du Rwanda,RWANDA,ME,2.2,2018,8.0,RWANDA,AFRICA,Rwanda,RW,-1.940278,29.873888,Africas
8,2017-11-19,2017-11-19,Telkom 947 Cycle Challenge,SOUTH AFRICA,WE,1.1,2018,1.0,SOUTH AFRICA,AFRICA,South Africa,ZA,-30.559482,22.937506,Africas
9,2017-11-18,2017-11-26,Tour de Singkarak,INDONESIA,ME,2.2,2018,9.0,INDONESIA,ASIA,Indonesia,ID,-0.789275,113.921327,Asia
10,2017-12-02,2017-12-04,Tour of Quanzhou Bay,PEOPLE'S REPUBLIC OF CHINA,ME,2.2,2018,3.0,PEOPLE'S REPUBLIC OF CHINA,ASIA,China,CN,35.86166,104.195397,Asia
11,2017-12-18,2017-12-27,Vuelta Ciclista Internacional a Costa Rica,COSTA RICA,ME,2.2,2018,10.0,COSTA RICA,AMERICAS,Costa Rica,CR,9.748917,-83.753428,Americas
12,2018-01-11,2018-01-14,Santos Women's Tour Down Under,AUSTRALIA,WE,2.1,2018,4.0,AUSTRALIA,OCEANIA,Australia,AU,-25.274398,133.775136,Oceania
13,2018-01-12,2018-01-21,Vuelta al Tachira en Bicicleta,BOLIVARIAN REPUBLIC OF VENEZUELA,ME,2.2,2018,10.0,BOLIVARIAN REPUBLIC OF VENEZUELA,AMERICAS,Venezuela,VE,6.42375,-66.58973,Americas
14,2018-01-15,2018-01-21,La Tropicale Amissa Bongo,GABON,ME,2.1,2018,7.0,GABON,AFRICA,Gabon,GA,-0.803689,11.609444,Africas
15,2018-01-16,2018-01-21,Santos Tour Down Under,AUSTRALIA,ME,2.UWT,2018,6.0,AUSTRALIA,OCEANIA,Australia,AU,-25.274398,133.775136,Oceania
16,2018-01-17,2018-01-21,New Zealand Cycle Classic,NEW ZEALAND,ME,2.2,2018,5.0,NEW ZEALAND,OCEANIA,New Zealand,NZ,-40.900557,174.885971,Oceania
17,2018-01-25,2018-01-25,"Trofeo Campos, Porreres, Felanitx, Ses Salines",SPAIN,ME,1.1,2018,1.0,SPAIN,EUROPE,Spain,ES,40.463667,-3.74922,Europe
18,2018-01-26,2018-01-26,Trofeo de Tramuntana: Soller - Deia,SPAIN,ME,1.1,2018,1.0,SPAIN,EUROPE,Spain,ES,40.463667,-3.74922,Europe
19,2018-01-24,2018-01-27,Sharjah Tour,UNITED ARAB EMIRATES,ME,2.1,2018,4.0,UNITED ARAB EMIRATES,ASIA,United Arab Emirates,AE,23.424076,53.847818,Asia
20,2018-01-27,2018-01-27,Gravel and Tar,NEW ZEALAND,ME,1.2,2018,1.0,NEW ZEALAND,OCEANIA,New Zealand,NZ,-40.900557,174.885971,Oceania
21,2018-01-27,2018-01-27,Trofeo Lloseta - Andratx,SPAIN,ME,1.1,2018,1.0,SPAIN,EUROPE,Spain,ES,40.463667,-3.74922,Europe
22,2018-01-27,2018-01-27,Cadel Evans Great Ocean Road Race,AUSTRALIA,WE,1.1,2018,1.0,AUSTRALIA,OCEANIA,Australia,AU,-25.274398,133.775136,Oceania
23,2018-01-21,2018-01-28,Vuelta a San Juan Internacional - 36 Edicion,ARGENTINA,ME,2.1,2018,8.0,ARGENTINA,AMERICAS,Argentina,AR,-38.416097,-63.616672,Americas
24,2018-01-25,2018-01-28,Tour de Indonesia,INDONESIA,ME,2.1,2018,4.0,INDONESIA,ASIA,Indonesia,ID,-0.789275,113.921327,Asia
25,2018-01-28,2018-01-28,Trofeo Palma,SPAIN,ME,1.1,2018,1.0,SPAIN,EUROPE,Spain,ES,40.463667,-3.74922,Europe
26,2018-01-28,2018-01-28,Cadel Evans Great Ocean Road Race,AUSTRALIA,ME,1.UWT,2018,1.0,AUSTRALIA,OCEANIA,Australia,AU,-25.274398,133.775136,Oceania
27,2018-01-28,2018-01-28,Grand Prix Cycliste la Marseillaise,FRANCE,ME,1.1,2018,1.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
28,2018-01-26,2018-01-29,Tour International des Zibans,ALGERIA,ME,2.2,2018,4.0,ALGERIA,AFRICA,Algeria,DZ,28.033886,1.659626,Africas
29,2018-01-30,2018-01-31,Womens Herald Sun Tour,AUSTRALIA,WE,2.2,2018,2.0,AUSTRALIA,OCEANIA,Australia,AU,-25.274398,133.775136,Oceania
30,2018-01-31,2018-02-04,Volta a la Comunitat Valenciana,SPAIN,ME,2.1,2018,5.0,SPAIN,EUROPE,Spain,ES,40.463667,-3.74922,Europe
31,2018-01-31,2018-02-04,Herald Sun Tour,AUSTRALIA,ME,2.1,2018,5.0,AUSTRALIA,OCEANIA,Australia,AU,-25.274398,133.775136,Oceania
32,2018-01-31,2018-02-04,Etoile de Bessèges,FRANCE,ME,2.1,2018,5.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
33,2018-01-31,2018-02-04,Tour de l'Espoir,CAMEROON,MU,2.Ncup,2018,5.0,CAMEROON,AFRICA,Cameroon,CM,7.369722,12.354722,Africas
34,2018-02-02,2018-02-04,Tour of Eftalia Hotels & Velo Alanya,TURKEY,WE,2.2,2018,3.0,TURKEY,ASIA,Turkey,TR,38.963745,35.243322,Asia
35,2018-02-06,2018-02-10,Dubai Tour,UNITED ARAB EMIRATES,ME,2.HC,2018,5.0,UNITED ARAB EMIRATES,ASIA,United Arab Emirates,AE,23.424076,53.847818,Asia
36,2018-02-10,2018-02-10,Vuelta Ciclista a la Región de Murcia Costa Calida,SPAIN,ME,1.1,2018,1.0,SPAIN,EUROPE,Spain,ES,40.463667,-3.74922,Europe
37,2018-02-06,2018-02-11,Colombia Oro y Paz,COLOMBIA,ME,2.1,2018,6.0,COLOMBIA,AMERICAS,Colombia,CO,4.570868,-74.297333,Americas
38,2018-02-08,2018-02-11,3ème Tour Cycliste International La Provence,FRANCE,ME,2.1,2018,4.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
39,2018-02-11,2018-02-11,Trofeo Laigueglia,ITALY,ME,1.HC,2018,1.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
40,2018-02-11,2018-02-11,Clasica de Almeria,SPAIN,ME,1.HC,2018,1.0,SPAIN,EUROPE,Spain,ES,40.463667,-3.74922,Europe
41,2018-02-13,2018-02-18,Tour of Oman,OMAN,ME,2.HC,2018,6.0,OMAN,ASIA,Oman,OM,21.512583,55.923255,Asia
42,2018-02-14,2018-02-18,Volta ao Algarve em Bicicleta,PORTUGAL,ME,2.HC,2018,5.0,PORTUGAL,EUROPE,Portugal,PT,39.399872,-8.224454,Europe
43,2018-02-14,2018-02-18,Vuelta a Andalucia Ruta Ciclista Del Sol,SPAIN,ME,2.HC,2018,5.0,SPAIN,EUROPE,Spain,ES,40.463667,-3.74922,Europe
44,2018-02-17,2018-02-18,50ème Tour Cycliste International du Haut Var Matin,FRANCE,ME,2.1,2018,2.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
45,2018-02-18,2018-02-18,GP Laguna Porec,CROATIA,ME,1.2,2018,1.0,CROATIA,EUROPE,Croatia,HR,45.1,15.2,Europe
46,2018-02-18,2018-02-18,Grand Prix Alanya,TURKEY,ME,1.2,2018,1.0,TURKEY,ASIA,Turkey,TR,38.963745,35.243322,Asia
47,2018-02-20,2018-02-23,Grand Prix International de la ville d'Alger,ALGERIA,ME,2.2,2018,4.0,ALGERIA,AFRICA,Algeria,DZ,28.033886,1.659626,Africas
48,2018-02-24,2018-02-24,Omloop Het Nieuwsblad-vrouwen elite / Circuit Het Nieuwsblad-Femmes Elite,BELGIUM,WE,1.1,2018,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
49,2018-02-24,2018-02-24,Omloop Het Nieuwsblad Elite,BELGIUM,ME,1.UWT,2018,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
50,2018-02-24,2018-02-24,Faun Environnement - Classic de l'Ardèche Rhône Crussol,FRANCE,ME,1.1,2018,1.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
51,2018-02-21,2018-02-25,Abu Dhabi Tour,UNITED ARAB EMIRATES,ME,2.UWT,2018,5.0,UNITED ARAB EMIRATES,ASIA,United Arab Emirates,AE,23.424076,53.847818,Asia
52,2018-02-22,2018-02-25,Setmana Ciclista Valenciana,SPAIN,WE,2.2,2018,4.0,SPAIN,EUROPE,Spain,ES,40.463667,-3.74922,Europe
53,2018-02-22,2018-02-25,Tour of Antalya,TURKEY,ME,2.2,2018,4.0,TURKEY,ASIA,Turkey,TR,38.963745,35.243322,Asia
54,2018-02-25,2018-02-25,Spar - Omloop van het Hageland - Tielt-Winge,BELGIUM,WE,1.1,2018,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
55,2018-02-25,2018-02-25,GP Izola,SLOVENIA,ME,1.2,2018,1.0,SLOVENIA,EUROPE,Slovenia,SI,46.151241,14.995463,Europe
56,2018-02-25,2018-02-25,Kuurne-Brussel-Kuurne Juniors,BELGIUM,MJ,1.1,2018,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
57,2018-02-25,2018-02-25,Royal Bernard Drome Classic,FRANCE,ME,1.1,2018,1.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
58,2018-02-25,2018-02-25,Kuurne-Bruxelles-Kuurne,BELGIUM,ME,1.HC,2018,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
59,2018-02-27,2018-02-27,Le Samyn des Dames,BELGIUM,WE,1.2,2018,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
60,2018-02-27,2018-02-27,Le Samyn,BELGIUM,ME,1.1,2018,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
61,2018-02-28,2018-02-28,Trofej Umag - Umag Trophy,CROATIA,ME,1.2,2018,1.0,CROATIA,EUROPE,Croatia,HR,45.1,15.2,Europe
62,2018-03-03,2018-03-03,Strade Bianche,ITALY,ME,1.UWT,2018,1.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
63,2018-03-03,2018-03-03,Strade Bianche,ITALY,WE,1.WWT,2018,1.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
64,2018-03-03,2018-03-03,Trofej Porec - Porec Trophy,CROATIA,ME,1.2,2018,1.0,CROATIA,EUROPE,Croatia,HR,45.1,15.2,Europe
65,2018-03-02,2018-03-04,Tour of Mediterrennean,TURKEY,ME,2.2,2018,3.0,TURKEY,ASIA,Turkey,TR,38.963745,35.243322,Asia
66,2018-03-04,2018-03-04,Grand Prix de la Ville de Lillers Souvenir Bruno Comini,FRANCE,ME,1.2,2018,1.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
67,2018-03-04,2018-03-04,Dwars door West-Vlaanderen / Johan Museeuw Classics,BELGIUM,ME,1.1,2018,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
68,2018-03-04,2018-03-04,International Rhodes Grand Prix,GREECE,ME,1.2,2018,1.0,GREECE,EUROPE,Greece,GR,39.074208,21.824312,Europe
69,2018-03-04,2018-03-04,GP Industria & Artigianato,ITALY,ME,1.HC,2018,1.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
70,2018-03-04,2018-03-04,Omloop van de Westhoek - Memorial Stive Vermaut,BELGIUM,WE,1.2,2018,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
71,2018-03-09,2018-03-09,Drentse Acht van Westerveld,NETHERLANDS,WE,1.2,2018,1.0,NETHERLANDS,EUROPE,Netherlands,NL,52.132633,5.291266,Europe
72,2018-03-10,2018-03-10,Danilith Nokere Koerse voor Juniores,BELGIUM,MJ,1.1,2018,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
73,2018-03-04,2018-03-11,Paris-Nice,FRANCE,ME,2.UWT,2018,8.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
74,2018-03-08,2018-03-11,Istarsko Proljece - Istrian Spring Trophy,CROATIA,ME,2.2,2018,4.0,CROATIA,EUROPE,Croatia,HR,45.1,15.2,Europe
75,2018-03-09,2018-03-11,International Tour of Rhodes,GREECE,ME,2.2,2018,3.0,GREECE,EUROPE,Greece,GR,39.074208,21.824312,Europe
76,2018-03-11,2018-03-11,Women's WorldTour Ronde van Drenthe,NETHERLANDS,WE,1.WWT,2018,1.0,NETHERLANDS,EUROPE,Netherlands,NL,52.132633,5.291266,Europe
77,2018-03-11,2018-03-11,Rabobank Dorpenomloop Rucphen,NETHERLANDS,ME,1.2,2018,1.0,NETHERLANDS,EUROPE,Netherlands,NL,52.132633,5.291266,Europe
78,2018-03-11,2018-03-11,Grand Prix Side,TURKEY,ME,1.2,2018,1.0,TURKEY,ASIA,Turkey,TR,38.963745,35.243322,Asia
79,2018-03-11,2018-03-11,Ronde van Drenthe,NETHERLANDS,ME,1.HC,2018,1.0,NETHERLANDS,EUROPE,Netherlands,NL,52.132633,5.291266,Europe
80,2018-03-11,2018-03-11,Paris-Troyes,FRANCE,ME,1.2,2018,1.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
81,2018-03-11,2018-03-11,Classica da Arrabida - Cyclin'Portugal,PORTUGAL,ME,1.2,2018,1.0,PORTUGAL,EUROPE,Portugal,PT,39.399872,-8.224454,Europe
82,2018-03-07,2018-03-13,Tirreno-Adriatico,ITALY,ME,2.UWT,2018,7.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
83,2018-03-14,2018-03-14,Danilith Nokere Koerse,BELGIUM,ME,1.HC,2018,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
84,2018-03-11,2018-03-15,Tour de Taiwan,CHINESE TAIPEI,ME,2.1,2018,5.0,CHINESE TAIPEI,ASIA,Chinese Taipei,CT,25.0300682,121.5519985,Asia
85,2018-03-16,2018-03-16,Handzame Classic,BELGIUM,ME,1.HC,2018,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
86,2018-03-17,2018-03-17,Milano-Sanremo,ITALY,ME,1.UWT,2018,1.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
87,2018-03-14,2018-03-18,Volta ao Alentejo,PORTUGAL,ME,2.2,2018,5.0,PORTUGAL,EUROPE,Portugal,PT,39.399872,-8.224454,Europe
88,2018-03-18,2018-03-18,103^ Popolarissima,ITALY,ME,1.2,2018,1.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
89,2018-03-18,2018-03-18,Trofeo Da Moreno - Piccolo Trofeo Alfredo Binda,ITALY,WJ,1.Ncup,2018,1.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
90,2018-03-18,2018-03-18,Trofeo Alfredo Binda - Comune di Cittiglio,ITALY,WE,1.WWT,2018,1.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
91,2018-03-18,2018-03-18,Guido Reybrouck Classic,BELGIUM,MJ,1.1,2018,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
92,2018-03-18,2018-03-18,Grand Prix de Denain - Porte du Hainaut,FRANCE,ME,1.HC,2018,1.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
93,2018-03-18,2018-03-18,Bernaudeau Junior,FRANCE,MJ,1.1,2018,1.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
94,2018-03-20,2018-03-21,Tour Cycliste International de la Pharmacie Centrale de Tunisie,TUNISIA,ME,2.2,2018,2.0,TUNISIA,AFRICA,Tunisia,TN,33.886917,9.537499,Africas
95,2018-03-21,2018-03-21,Driedaagse De Panne-Koksijde,BELGIUM,ME,1.HC,2018,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
96,2018-03-22,2018-03-22,Driedaagse De Panne-Koksijde,BELGIUM,WE,1.WWT,2018,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
97,2018-03-23,2018-03-23,Record Bank E3 Harelbeke,BELGIUM,ME,1.UWT,2018,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
98,2018-03-23,2018-03-23,Grand Prix International de la Pharmacie Centrale de Tunisie,TUNISIA,ME,1.2,2018,1.0,TUNISIA,AFRICA,Tunisia,TN,33.886917,9.537499,Africas
99,2018-03-24,2018-03-24,Classic Loire Atlantique,FRANCE,ME,1.1,2018,1.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
100,2018-03-18,2018-03-25,Le Tour de Langkawi,MALAYSIA,ME,2.HC,2018,8.0,MALAYSIA,ASIA,Malaysia,MY,4.210484,101.975766,Asia
101,2018-03-19,2018-03-25,Tour de Normandie,FRANCE,ME,2.2,2018,7.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
102,2018-03-19,2018-03-25,Volta Ciclista a Catalunya,SPAIN,ME,2.UWT,2018,7.0,SPAIN,EUROPE,Spain,ES,40.463667,-3.74922,Europe
103,2018-03-22,2018-03-25,Settimana Internazionale Coppi e Bartali,ITALY,ME,2.1,2018,4.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
104,2018-03-22,2018-03-25,Tour of Cartier - East Mediterrannean Cycling Prohect,TURKEY,ME,2.2,2018,4.0,TURKEY,ASIA,Turkey,TR,38.963745,35.243322,Asia
105,2018-03-23,2018-03-25,Tour de Tochigi,JAPAN,ME,2.2,2018,3.0,JAPAN,ASIA,Japan,JP,36.204824,138.252924,Asia
106,2018-03-25,2018-03-25,Gent-Wevelgem/Grote Prijs A. Noyelle-Ieper,BELGIUM,MJ,1.Ncup,2018,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
107,2018-03-25,2018-03-25,Classica Aldeias do Xisto - Cyclin'Portugal,PORTUGAL,ME,1.2,2018,1.0,PORTUGAL,EUROPE,Portugal,PT,39.399872,-8.224454,Europe
108,2018-03-25,2018-03-25,Gent-Wevelgem,BELGIUM,WJ,1.Ncup,2018,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
109,2018-03-25,2018-03-25,Cholet - Pays de la Loire,FRANCE,ME,1.1,2018,1.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
110,2018-03-25,2018-03-25,Gent-Wevelgem in Flanders Fields,BELGIUM,ME,1.UWT,2018,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
111,2018-03-25,2018-03-25,Gent-Wevelgem/Kattekoers-Ieper,BELGIUM,MU,1.Ncup,2018,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
112,2018-03-25,2018-03-25,Gent-Wevelgem In Flanders Fields,BELGIUM,WE,1.WWT,2018,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
113,2018-03-28,2018-03-28,Dwars door Vlaanderen / A travers la Flandre,BELGIUM,WE,1.1,2018,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
114,2018-03-28,2018-03-28,Dwars door Vlaanderen - A travers la Flandre,BELGIUM,ME,1.UWT,2018,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
115,2018-03-29,2018-03-30,Tour of Fatih Sultan Mehmet,TURKEY,ME,2.2,2018,2.0,TURKEY,ASIA,Turkey,TR,38.963745,35.243322,Asia
116,2018-03-30,2018-03-30,Route Adélie de Vitré,FRANCE,ME,1.1,2018,1.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
117,2018-03-31,2018-03-31,Gran Premio Miguel Indurain,SPAIN,ME,1.1,2018,1.0,SPAIN,EUROPE,Spain,ES,40.463667,-3.74922,Europe
118,2018-03-31,2018-03-31,Visegrad 4 Bicycle Race- GP Slovakia,SLOVAKIA,ME,1.2,2018,1.0,SLOVAKIA,EUROPE,Slovakia,SK,48.669026,19.699024,Europe
119,2018-03-31,2018-03-31,Volta Limburg Classic,NETHERLANDS,ME,1.1,2018,1.0,NETHERLANDS,EUROPE,Netherlands,NL,52.132633,5.291266,Europe
120,2018-03-23,2018-04-01,75ta. Vuelta Ciclista del Uruguay,URUGUAY,ME,2.2,2018,10.0,URUGUAY,AMERICAS,Uruguay,UY,-32.522779,-55.765835,Americas
121,2018-04-01,2018-04-01,GP Adria Mobil,SLOVENIA,ME,1.2,2018,1.0,SLOVENIA,EUROPE,Slovenia,SI,46.151241,14.995463,Europe
122,2018-04-01,2018-04-01,La Roue Tourangelle Région Centre Val de Loire - Trophée Harmonie Mutuelle,FRANCE,ME,1.1,2018,1.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
123,2018-04-01,2018-04-01,Ronde van Vlaanderen Juniores - Tour des Flandres Juniors,BELGIUM,MJ,1.1,2018,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
124,2018-04-01,2018-04-01,70° Trofeo Piva,ITALY,MU,1.2U,2018,1.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
125,2018-04-01,2018-04-01,Ronde van Vlaanderen - Tour des Flandres,BELGIUM,ME,1.UWT,2018,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
126,2018-04-01,2018-04-01,Grand Prix Bob Jungels,LUXEMBOURG,MJ,1.1,2018,1.0,LUXEMBOURG,EUROPE,Luxembourg,LU,49.815273,6.129583,Europe
127,2018-04-01,2018-04-01,Ronde van Vlaanderen / Tour des Flandres,BELGIUM,WE,1.WWT,2018,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
128,2018-03-27,2018-04-02,Tour d'Algérie Cycliste,ALGERIA,ME,2.2,2018,7.0,ALGERIA,AFRICA,Algeria,DZ,28.033886,1.659626,Africas
129,2018-03-31,2018-04-02,Le Triptyque des Monts et Châteaux,BELGIUM,MU,2.2U,2018,3.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
130,2018-04-02,2018-04-02,Giro del Belvedere,ITALY,MU,1.2U,2018,1.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
131,2018-04-02,2018-04-02,Grand Prix de Dottignies,BELGIUM,WE,1.2,2018,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
132,2018-04-03,2018-04-03,57° G.P. Palio del Recioto,ITALY,MU,1.2U,2018,1.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
133,2018-04-04,2018-04-04,Scheldeprijs,BELGIUM,ME,1.HC,2018,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
134,2018-04-01,2018-04-06,"The Princess Maha Chackri Sirindhorn's  Cup ""Tour of Thailand""",THAILAND,ME,2.1,2018,6.0,THAILAND,ASIA,Thailand,TH,15.870032,100.992541,Asia
135,2018-04-03,2018-04-06,Circuit Cycliste Sarthe - Pays de la Loire,FRANCE,ME,2.1,2018,4.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
136,2018-04-02,2018-04-07,Itzulia Basque Country,SPAIN,ME,2.UWT,2018,6.0,SPAIN,EUROPE,Spain,ES,40.463667,-3.74922,Europe
137,2018-04-07,2018-04-07,Ronde van Vlaanderen Beloften,BELGIUM,MU,1.Ncup,2018,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
138,2018-04-07,2018-04-07,Trofeo Edil C,ITALY,MU,1.2U,2018,1.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
139,2018-04-04,2018-04-08,Healthy Ageing Tour,NETHERLANDS,WE,2.1,2018,5.0,NETHERLANDS,EUROPE,Netherlands,NL,52.132633,5.291266,Europe
140,2018-04-06,2018-04-08,Circuit des Ardennes International,FRANCE,ME,2.2,2018,3.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
141,2018-04-06,2018-04-08,Healthy Ageing Tour Junior Women,NETHERLANDS,WJ,2.Ncup,2018,3.0,NETHERLANDS,EUROPE,Netherlands,NL,52.132633,5.291266,Europe
142,2018-04-06,2018-04-08,43. Internationale Cottbuser Junioren-Etappenfahrt 2018,GERMANY,MJ,2.1,2018,3.0,GERMANY,EUROPE,Germany,DE,51.165691,10.451526,Europe
143,2018-04-08,2018-04-08,64 Klasika Primavera de Amorebieta,SPAIN,ME,1.1,2018,1.0,SPAIN,EUROPE,Spain,ES,40.463667,-3.74922,Europe
144,2018-04-08,2018-04-08,Paris - Roubaix Juniors,FRANCE,MJ,1.Ncup,2018,1.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
145,2018-04-08,2018-04-08,Paris-Roubaix,FRANCE,ME,1.UWT,2018,1.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
146,2018-04-08,2018-04-10,"The Princess Maha Chackri Sirindhorn's  Cup ""Women's Tour of Thailand""",THAILAND,WE,2.1,2018,3.0,THAILAND,ASIA,Thailand,TH,15.870032,100.992541,Asia
147,2018-04-10,2018-04-10,Paris-Camembert,FRANCE,ME,1.1,2018,1.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
148,2018-04-11,2018-04-11,Brabantse Pijl,BELGIUM,WE,1.1,2018,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
149,2018-04-11,2018-04-11,De Brabantse Pijl - La Flèche Brabançonne,BELGIUM,ME,1.HC,2018,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
150,2018-04-14,2018-04-14,ZLM tour,NETHERLANDS,MU,1.Ncup,2018,1.0,NETHERLANDS,EUROPE,Netherlands,NL,52.132633,5.291266,Europe
151,2018-04-14,2018-04-14,Liège - Bastogne - Liège,BELGIUM,MU,1.2U,2018,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
152,2018-04-14,2018-04-14,Tour du Finistère,FRANCE,ME,1.1,2018,1.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
153,2018-04-06,2018-04-15,Tour du Maroc,MOROCCO,ME,2.2,2018,10.0,MOROCCO,AFRICA,Morocco,MA,31.791702,-7.09262,Africas
154,2018-04-11,2018-04-15,Tour du Loir et Cher E Provost,FRANCE,ME,2.2,2018,5.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
