,Start_date,End_Date,Name,Country,Category,Class,Season,Race_Days,uci_name,continent,name,country,latitude,longitude,Continent
5669,2011-04-07,2011-04-07,Les challenges Phosphatiers-Challenge Khouribga,MOROCCO,ME,1.2,2011,1.0,MOROCCO,AFRICA,Morocco,MA,31.791702,-7.09262,Africas
5670,2011-04-07,2011-04-07,Grand Prix Pino Cerami,BELGIUM,ME,1.1,2011,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
5671,2011-04-05,2011-04-08,Circuit Cycliste Sarthe - Pays de la Loire,FRANCE,ME,2.1,2011,4.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
5672,2011-04-08,2011-04-08,Les challenges Phosphatiers-Challenge Youssoufia,MOROCCO,ME,1.2,2011,1.0,MOROCCO,AFRICA,Morocco,MA,31.791702,-7.09262,Africas
5673,2011-04-04,2011-04-09,Vuelta Ciclista al Pais Vasco,SPAIN,ME,2.UWT,2011,6.0,SPAIN,EUROPE,Spain,ES,40.463667,-3.74922,Europe
5674,2011-04-06,2011-04-09,Cinturón Ciclista Internacional a Mallorca,SPAIN,ME,2.2,2011,4.0,SPAIN,EUROPE,Spain,ES,40.463667,-3.74922,Europe
5675,2011-04-09,2011-04-09,Les challenges Phosphatiers-Challenge Ben Guerir,MOROCCO,ME,1.2,2011,1.0,MOROCCO,AFRICA,Morocco,MA,31.791702,-7.09262,Africas
5676,2011-04-09,2011-04-09,Trofeo Edil C,ITALY,ME,1.2,2011,1.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
5677,2011-04-09,2011-04-09,Ronde van Vlaanderen Beloften,BELGIUM,MU,1.Ncup,2011,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
5678,2011-04-06,2011-04-10,Grand Prix of Sochi,RUSSIAN FEDERATION,ME,2.2,2011,5.0,RUSSIAN FEDERATION,ASIA,Russia,RU,61.52401,105.318756,Asia
5679,2011-04-07,2011-04-10,Energiewacht Tour,NETHERLANDS,WE,2.2,2011,4.0,NETHERLANDS,EUROPE,Netherlands,NL,52.132633,5.291266,Europe
5680,2011-04-08,2011-04-10,Circuit des Ardennes International,FRANCE,ME,2.2,2011,3.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
5681,2011-04-10,2011-04-10,Paris - Roubaix,FRANCE,ME,1.UWT,2011,1.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
5682,2011-04-10,2011-04-10,Klasika Primavera de Amorebieta,SPAIN,ME,1.1,2011,1.0,SPAIN,EUROPE,Spain,ES,40.463667,-3.74922,Europe
5683,2011-04-10,2011-04-10,Paris - Roubaix Juniors,FRANCE,MJ,1.Ncup,2011,1.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
5684,2011-04-10,2011-04-10,Giro dell'Appennino,ITALY,ME,1.1,2011,1.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
5685,2011-04-12,2011-04-12,Paris-Camembert,FRANCE,ME,1.1,2011,1.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
5686,2011-04-13,2011-04-13,La Côte Picarde,FRANCE,MU,1.Ncup,2011,1.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
5687,2011-04-13,2011-04-13,De Brabantse Pijl - La Flèche Brabançonne,BELGIUM,ME,1.HC,2011,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
5688,2011-04-14,2011-04-14,GP de Denain Porte du Hainaut,FRANCE,ME,1.1,2011,1.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
5689,2011-04-14,2011-04-14,Drentse 8,NETHERLANDS,WE,1.1,2011,1.0,NETHERLANDS,EUROPE,Netherlands,NL,52.132633,5.291266,Europe
5690,2011-04-15,2011-04-16,Albert Achterhes Ronde van Drenthe,NETHERLANDS,ME,2.1,2011,2.0,NETHERLANDS,EUROPE,Netherlands,NL,52.132633,5.291266,Europe
5691,2011-04-16,2011-04-16,Liège - Bastogne - Liège,BELGIUM,MU,1.2U,2011,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
5692,2011-04-16,2011-04-16,Tour du Finistère,FRANCE,ME,1.1,2011,1.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
5693,2011-04-16,2011-04-16,ZLM tour,NETHERLANDS,MU,1.Ncup,2011,1.0,NETHERLANDS,EUROPE,Netherlands,NL,52.132633,5.291266,Europe
5694,2011-04-13,2011-04-17,Vuelta a Castilla y Leon,SPAIN,ME,2.1,2011,5.0,SPAIN,EUROPE,Spain,ES,40.463667,-3.74922,Europe
5695,2011-04-13,2011-04-17,International Tour of Hellas,GREECE,ME,2.2,2011,5.0,GREECE,EUROPE,Greece,GR,39.074208,21.824312,Europe
5696,2011-04-13,2011-04-17,Tour du Loir-et-Cher 'E. Provost',FRANCE,ME,2.2,2011,5.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
5697,2011-04-13,2011-04-17,Volta Ciclistica Internacional de Gravatai,BRAZIL,ME,2.2,2011,5.0,BRAZIL,AMERICAS,Brazil,BR,-14.235004,-51.92528,Americas
5698,2011-04-17,2011-04-17,Grand Prix of Donetsk,UKRAINE,ME,1.2,2011,1.0,UKRAINE,EUROPE,Ukraine,UA,48.379433,31.16558,Europe
5699,2011-04-17,2011-04-17,Zellik - Galmaarden,BELGIUM,ME,1.2,2011,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
5700,2011-04-17,2011-04-17,Tro-Bro Léon,FRANCE,ME,1.1,2011,1.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
5701,2011-04-17,2011-04-17,TESCO Rutland - Melton International CiCLE Classic,GREAT BRITAIN,ME,1.2,2011,1.0,GREAT BRITAIN,EUROPE,United Kingdom,GB,55.378051,-3.435973,Europe
5702,2011-04-17,2011-04-17,Amstel Gold Race,NETHERLANDS,ME,1.UWT,2011,1.0,NETHERLANDS,EUROPE,Netherlands,NL,52.132633,5.291266,Europe
5703,2011-04-17,2011-04-17,Ronde van Gelderland,NETHERLANDS,WE,1.2,2011,1.0,NETHERLANDS,EUROPE,Netherlands,NL,52.132633,5.291266,Europe
5704,2011-04-17,2011-04-17,Grand Prix Bati-Metallo,BELGIUM,MJ,1.1,2011,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
5705,2011-04-17,2011-04-17,Halle-Buizingen,BELGIUM,WE,1.2,2011,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
5706,2011-04-16,2011-04-19,Le Tour de Filipinas,PHILIPPINES,ME,2.2,2011,4.0,PHILIPPINES,ASIA,Philippines,PH,12.879721,121.774017,Asia
5707,2011-04-20,2011-04-20,La Flèche Wallonne,BELGIUM,ME,1.UWT,2011,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
5708,2011-04-19,2011-04-22,Giro del Trentino,ITALY,ME,2.HC,2011,4.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
5709,2011-04-19,2011-04-23,Toscana-Terra di ciclismo-Coppa delle Nazioni,ITALY,MU,2.Ncup,2011,5.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
5710,2011-04-23,2011-04-23,Banja Luka-Belgrade I,BOSNIA AND HERZEGOVINA,ME,1.2,2011,1.0,BOSNIA AND HERZEGOVINA,EUROPE,Bosnia and Herzegovina,BA,43.915886,17.679076,Europe
5711,2011-04-23,2011-04-23,Gran Premio Llodio,SPAIN,ME,1.1,2011,1.0,SPAIN,EUROPE,Spain,ES,40.463667,-3.74922,Europe
5712,2011-04-23,2011-04-23,EPZ Omloop van Borsele WE,NETHERLANDS,WE,1.2,2011,1.0,NETHERLANDS,EUROPE,Netherlands,NL,52.132633,5.291266,Europe
5713,2011-04-23,2011-04-23,Arno Wallaard Memorial,NETHERLANDS,ME,1.2,2011,1.0,NETHERLANDS,EUROPE,Netherlands,NL,52.132633,5.291266,Europe
5714,2011-04-23,2011-04-23,Grand Prix Herning,DENMARK,ME,1.1,2011,1.0,DENMARK,EUROPE,Denmark,DK,56.26392,9.501785,Europe
5715,2011-04-15,2011-04-24,Vuelta Ciclista al Uruguay,URUGUAY,ME,2.2,2011,10.0,URUGUAY,AMERICAS,Uruguay,UY,-32.522779,-55.765835,Americas
5716,2011-04-15,2011-04-24,Tour de Korea,KOREA,ME,2.2,2011,10.0,KOREA,ASIA,South Korea,KR,35.907757,127.766922,Asia
5717,2011-04-20,2011-04-24,Grand Prix of Adygeya,RUSSIAN FEDERATION,ME,2.2,2011,5.0,RUSSIAN FEDERATION,ASIA,Russia,RU,61.52401,105.318756,Asia
5718,2011-04-22,2011-04-24,Tour of Istria - Po Istri,CROATIA,MJ,2.Ncup,2011,3.0,CROATIA,EUROPE,Croatia,HR,45.1,15.2,Europe
5719,2011-04-23,2011-04-24,Le Trophée Centre Morbihan,FRANCE,MJ,2.1,2011,2.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
5720,2011-04-24,2011-04-24,GP Stad Roeselare,BELGIUM,WE,1.1,2011,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
5721,2011-04-24,2011-04-24,Liège - Bastogne - Liège,BELGIUM,ME,1.UWT,2011,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
5722,2011-04-24,2011-04-24,Melaka Chief Minister Cup,MALAYSIA,ME,1.2,2011,1.0,MALAYSIA,ASIA,Malaysia,MY,4.210484,101.975766,Asia
5723,2011-04-24,2011-04-24,Paris - Mantes-en-Yvelines,FRANCE,ME,1.2,2011,1.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
5724,2011-04-24,2011-04-24,Banja Luka-Belgrade II,SERBIA,ME,1.2,2011,1.0,SERBIA,EUROPE,Serbia,RS,44.016521,21.005859,Europe
5725,2011-04-24,2011-04-24,Vuelta Ciclista a la Rioja,SPAIN,ME,1.1,2011,1.0,SPAIN,EUROPE,Spain,ES,40.463667,-3.74922,Europe
5726,2011-04-24,2011-04-24,Himmerland Rundt,DENMARK,ME,1.2,2011,1.0,DENMARK,EUROPE,Denmark,DK,56.26392,9.501785,Europe
5727,2011-04-25,2011-04-25,Int. Ronde van Noord-Holland,NETHERLANDS,ME,1.2,2011,1.0,NETHERLANDS,EUROPE,Netherlands,NL,52.132633,5.291266,Europe
5728,2011-04-25,2011-04-25,Gran Premio della Liberazione,ITALY,MU,1.2U,2011,1.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
5729,2011-04-25,2011-04-25,Rund um Köln,GERMANY,ME,1.1,2011,1.0,GERMANY,EUROPE,Germany,DE,51.165691,10.451526,Europe
5730,2011-04-25,2011-04-25,Giro del Belvedere,ITALY,MU,1.2U,2011,1.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
5731,2011-04-25,2011-04-25,GP Liberazione,ITALY,WE,1.2,2011,1.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
5732,2011-04-26,2011-04-26,GP Palio del Recioto,ITALY,MU,1.2U,2011,1.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
5733,2011-04-30,2011-04-30,GP Industria & Artigianato,ITALY,ME,1.1,2011,1.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
5734,2011-04-30,2011-04-30,Grand Prix Elsy Jacobs,LUXEMBOURG,WE,1.1,2011,1.0,LUXEMBOURG,EUROPE,Luxembourg,LU,49.815273,6.129583,Europe
5735,2011-04-30,2011-04-30,Mayor Cup,RUSSIAN FEDERATION,ME,1.2,2011,1.0,RUSSIAN FEDERATION,ASIA,Russia,RU,61.52401,105.318756,Asia
5736,2011-04-24,2011-05-01,Presidential Cycling Tour of Turkey,TURKEY,ME,2.HC,2011,8.0,TURKEY,ASIA,Turkey,TR,38.963745,35.243322,Asia
5737,2011-04-25,2011-05-01,Le Tour de Bretagne Cycliste - Trophée des Granitiers,FRANCE,ME,2.2,2011,7.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
5738,2011-04-26,2011-05-01,Tour de Romandie,SWITZERLAND,ME,2.UWT,2011,6.0,SWITZERLAND,EUROPE,Switzerland,CH,46.818188,8.227512,Europe
5739,2011-04-27,2011-05-01,Gracia - Orlova,CZECH REPUBLIC,WE,2.2,2011,5.0,CZECH REPUBLIC,EUROPE,Czech Republic,CZ,49.817492,15.472962,Europe
5740,2011-04-28,2011-05-01,La Coupe du Président de la Ville de Grudziadz,POLAND,MJ,2.1,2011,4.0,POLAND,EUROPE,Poland,PL,51.919438,19.145136,Europe
5741,2011-05-01,2011-05-01,Grote Prijs 1 Mei - Ereprijs Victor De Bruyne,BELGIUM,ME,1.2,2011,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
5742,2011-05-01,2011-05-01,Grand-Prix Nicolas Frantz,LUXEMBOURG,WE,1.1,2011,1.0,LUXEMBOURG,EUROPE,Luxembourg,LU,49.815273,6.129583,Europe
5743,2011-05-01,2011-05-01,Rund um den Finanzplatz Eschborn-Frankfurt,GERMANY,ME,1.HC,2011,1.0,GERMANY,EUROPE,Germany,DE,51.165691,10.451526,Europe
5744,2011-05-01,2011-05-01,Memorial of Oleg Dyachenko,RUSSIAN FEDERATION,ME,1.2,2011,1.0,RUSSIAN FEDERATION,ASIA,Russia,RU,61.52401,105.318756,Asia
5745,2011-05-01,2011-05-01,Circuito del Porto - Trofeo Arvedi,ITALY,ME,1.2,2011,1.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
5746,2011-05-01,2011-05-01,Rund um den Finanzplatz Eschborn-Frankfurt (U23),GERMANY,MU,1.2U,2011,1.0,GERMANY,EUROPE,Germany,DE,51.165691,10.451526,Europe
5747,2011-05-01,2011-05-01,Memorial Andrzeja Trochanowskiego,POLAND,ME,1.2,2011,1.0,POLAND,EUROPE,Poland,PL,51.919438,19.145136,Europe
5748,2011-04-28,2011-05-02,Vuelta Asturias Julio Alvarez Mendo,SPAIN,ME,2.1,2011,5.0,SPAIN,EUROPE,Spain,ES,40.463667,-3.74922,Europe
5749,2011-05-02,2011-05-02,Grand Prix of Moscow,RUSSIAN FEDERATION,ME,1.2,2011,1.0,RUSSIAN FEDERATION,ASIA,Russia,RU,61.52401,105.318756,Asia
5750,2011-05-06,2011-05-06,Challenge du Prince - Trophée Princier,MOROCCO,ME,1.2,2011,1.0,MOROCCO,AFRICA,Morocco,MA,31.791702,-7.09262,Africas
5751,2011-05-04,2011-05-07,Giro della Regione Friuli Venezia Giulia,ITALY,ME,2.2,2011,4.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
5752,2011-05-07,2011-05-07,Challenge du Prince - Trophée de l'Anniversaire,MOROCCO,ME,1.2,2011,1.0,MOROCCO,AFRICA,Morocco,MA,31.791702,-7.09262,Africas
5753,2011-05-07,2011-05-07,Bredene,BELGIUM,WE,1.2,2011,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
5754,2011-05-07,2011-05-07,Ronde van Overijssel,NETHERLANDS,ME,1.2,2011,1.0,NETHERLANDS,EUROPE,Netherlands,NL,52.132633,5.291266,Europe
5755,2011-05-04,2011-05-08,Course de la Paix Juniors,CZECH REPUBLIC,MJ,2.Ncup,2011,5.0,CZECH REPUBLIC,EUROPE,Czech Republic,CZ,49.817492,15.472962,Europe
5756,2011-05-04,2011-05-08,4 Jours de Dunkerque / Tour du Nord-pas-de-Calais,FRANCE,ME,2.HC,2011,5.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
5757,2011-05-06,2011-05-08,Szlakiem Grodòw Piastowskich,POLAND,ME,2.1,2011,3.0,POLAND,EUROPE,Poland,PL,51.919438,19.145136,Europe
5758,2011-05-07,2011-05-08,Vuelta a la Comunidad de Madrid,SPAIN,ME,2.1,2011,2.0,SPAIN,EUROPE,Spain,ES,40.463667,-3.74922,Europe
5759,2011-05-08,2011-05-08,GP Industrie del Marmo,ITALY,ME,1.2,2011,1.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
5760,2011-05-08,2011-05-08,Challenge du Prince - Trophée de la Maison Royale,MOROCCO,ME,1.2,2011,1.0,MOROCCO,AFRICA,Morocco,MA,31.791702,-7.09262,Africas
5761,2011-05-08,2011-05-08,Circuit de wallonie,BELGIUM,ME,1.2,2011,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
5762,2011-05-08,2011-05-08,Omloop der Kempen,NETHERLANDS,ME,1.2,2011,1.0,NETHERLANDS,EUROPE,Netherlands,NL,52.132633,5.291266,Europe
5763,2011-05-08,2011-05-08,Trofeo Citta di Loano,ITALY,MJ,1.1,2011,1.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
5764,2011-05-05,2011-05-09,Five rings of Moscow,RUSSIAN FEDERATION,ME,2.2,2011,5.0,RUSSIAN FEDERATION,ASIA,Russia,RU,61.52401,105.318756,Asia
5765,2011-05-11,2011-05-13,Tour of Chongming Island,PEOPLE'S REPUBLIC OF CHINA,WE,2.1,2011,3.0,PEOPLE'S REPUBLIC OF CHINA,ASIA,China,CN,35.86166,104.195397,Asia
5766,2011-05-14,2011-05-14,Clasico Aniversario De La Federacion Veneolana De Ciclismo ME & MU,BOLIVARIAN REPUBLIC OF VENEZUELA,ME,1.2,2011,1.0,BOLIVARIAN REPUBLIC OF VENEZUELA,AMERICAS,Venezuela,VE,6.42375,-66.58973,Americas
5767,2011-05-14,2011-05-14,Clasico Aniversario De La Federacion Veneolana De Ciclismo WE,BOLIVARIAN REPUBLIC OF VENEZUELA,WE,1.2,2011,1.0,BOLIVARIAN REPUBLIC OF VENEZUELA,AMERICAS,Venezuela,VE,6.42375,-66.58973,Americas
5768,2011-05-14,2011-05-14,103rd Scandinavian Race in Uppsala 1909-2011,SWEDEN,ME,1.2,2011,1.0,SWEDEN,EUROPE,Sweden,SE,60.128161,18.643501,Europe
5769,2011-05-12,2011-05-15,Rhône-Alpes Isère Tour,FRANCE,ME,2.2,2011,4.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
5770,2011-05-13,2011-05-15,Tour de Picardie,FRANCE,ME,2.1,2011,3.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
5771,2011-05-13,2011-05-15,Int. 3 - Etappenfahrt der Rad-Junioren,GERMANY,MJ,2.1,2011,3.0,GERMANY,EUROPE,Germany,DE,51.165691,10.451526,Europe
5772,2011-05-15,2011-05-15,Copa Federacion venezolana de ciclismo corre por la vida,BOLIVARIAN REPUBLIC OF VENEZUELA,ME,1.2,2011,1.0,BOLIVARIAN REPUBLIC OF VENEZUELA,AMERICAS,Venezuela,VE,6.42375,-66.58973,Americas
5773,2011-05-15,2011-05-15,Copa Federacion Venezolana de Ciclismo Corre por la Vida WE,BOLIVARIAN REPUBLIC OF VENEZUELA,WE,1.2,2011,1.0,BOLIVARIAN REPUBLIC OF VENEZUELA,AMERICAS,Venezuela,VE,6.42375,-66.58973,Americas
5774,2011-05-13,2011-05-18,International Azerbaijan Tour,ISLAMIC REPUBLIC OF IRAN,ME,2.2,2011,6.0,ISLAMIC REPUBLIC OF IRAN,ASIA,Iran,IR,32.427908,53.688046,Asia
5775,2011-05-19,2011-05-19,Chrono Gatineau,CANADA,WE,1.1,2011,1.0,CANADA,AMERICAS,Canada,CA,56.130366,-106.346771,Americas
5776,2011-05-20,2011-05-20,Jurmala GP,LATVIA,ME,1.2,2011,1.0,LATVIA,EUROPE,Latvia,LV,56.879635,24.603189,Europe
5777,2011-05-16,2011-05-21,Royal Smilde Olympia's Tour,NETHERLANDS,ME,2.2,2011,6.0,NETHERLANDS,EUROPE,Netherlands,NL,52.132633,5.291266,Europe
5778,2011-05-21,2011-05-21,Grand Prix cycliste de Gatineau,CANADA,WE,1.1,2011,1.0,CANADA,AMERICAS,Canada,CA,56.130366,-106.346771,Americas
5779,2011-05-15,2011-05-22,Amgen Tour of California,UNITED STATES OF AMERICA,ME,2.HC,2011,8.0,UNITED STATES OF AMERICA,AMERICAS,United States,US,37.09024,-95.712891,Americas
5780,2011-05-18,2011-05-22,Circuit de Lorraine Professionnel,FRANCE,ME,2.1,2011,5.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
5781,2011-05-20,2011-05-22,Int. Junioren Driedaagse van Axel,NETHERLANDS,MJ,2.1,2011,3.0,NETHERLANDS,EUROPE,Netherlands,NL,52.132633,5.291266,Europe
5782,2011-05-20,2011-05-22,Ronde de l'Isard,FRANCE,MU,2.2U,2011,3.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
5783,2011-05-22,2011-05-22,ProRace Berlin,GERMANY,ME,1.1,2011,1.0,GERMANY,EUROPE,Germany,DE,51.165691,10.451526,Europe
5784,2011-05-22,2011-05-22,Trofeo Guido Dorigo - MO Cristiano Florianii - MO Ferramenta Mazzero,ITALY,MJ,1.1,2011,1.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
5785,2011-05-22,2011-05-22,GP Comune di Cornaredo,ITALY,WE,1.2,2011,1.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
5786,2011-05-27,2011-05-27,Tallinn-Tartu Grand Prix,ESTONIA,ME,1.1,2011,1.0,ESTONIA,EUROPE,Estonia,EE,58.595272,25.013607,Europe
5787,2011-05-28,2011-05-28,Grand Prix de Plumelec-Morbihan,FRANCE,ME,1.1,2011,1.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
5788,2011-05-28,2011-05-28,5e Verti advies  7 Dorpenomloop Aalburg,NETHERLANDS,WE,1.2,2011,1.0,NETHERLANDS,EUROPE,Netherlands,NL,52.132633,5.291266,Europe
5789,2011-05-28,2011-05-28,SEB Tartu Grand Prix,ESTONIA,ME,1.1,2011,1.0,ESTONIA,EUROPE,Estonia,EE,58.595272,25.013607,Europe
5790,2011-05-07,2011-05-29,Giro d'Italia,ITALY,ME,2.UWT,2011,23.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
5791,2011-05-22,2011-05-29,An Post Ras,IRELAND,ME,2.2,2011,8.0,IRELAND,EUROPE,Ireland,IE,53.41291,-8.24389,Europe
5792,2011-05-25,2011-05-29,Bayern-Rundfahrt,GERMANY,ME,2.HC,2011,5.0,GERMANY,EUROPE,Germany,DE,51.165691,10.451526,Europe
5793,2011-05-25,2011-05-29,International Presidency Tour,ISLAMIC REPUBLIC OF IRAN,ME,2.2,2011,5.0,ISLAMIC REPUBLIC OF IRAN,ASIA,Iran,IR,32.427908,53.688046,Asia
5794,2011-05-25,2011-05-29,Tour de Belgique - Ronde van België - Tour of Belgium,BELGIUM,ME,2.HC,2011,5.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
5795,2011-05-26,2011-05-29,Tour of Trakya,TURKEY,ME,2.2,2011,4.0,TURKEY,ASIA,Turkey,TR,38.963745,35.243322,Asia
5796,2011-05-26,2011-05-29,Tour de Kumano,JAPAN,ME,2.2,2011,4.0,JAPAN,ASIA,Japan,JP,36.204824,138.252924,Asia
5797,2011-05-26,2011-05-29,Tour du Pays de Vaud,SWITZERLAND,MJ,2.1,2011,4.0,SWITZERLAND,EUROPE,Switzerland,CH,46.818188,8.227512,Europe
5798,2011-05-27,2011-05-29,Tour de Gironde,FRANCE,ME,2.2,2011,3.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
5799,2011-05-29,2011-05-29,Boucles de l'Aulne,FRANCE,ME,1.1,2011,1.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
5800,2011-05-29,2011-05-29,Rogaland GP,NORWAY,ME,1.2,2011,1.0,NORWAY,EUROPE,Norway,NO,60.472024,8.468946,Europe
5801,2011-05-29,2011-05-29,GP Industria e Commercio - Tr. Città di San Vendemiano,ITALY,MU,1.2U,2011,1.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
5802,2011-05-29,2011-05-29,Paris-Roubaix Espoirs,FRANCE,MU,1.2U,2011,1.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
5803,2011-06-02,2011-06-02,Gooik,BELGIUM,WE,1.2,2011,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
5804,2011-06-02,2011-06-02,Trofeo Alcide Degasperi,ITALY,ME,1.2,2011,1.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
5805,2011-06-01,2011-06-04,Tour de Berlin,GERMANY,MU,2.2U,2011,4.0,GERMANY,EUROPE,Germany,DE,51.165691,10.451526,Europe
5806,2011-06-01,2011-06-05,Skoda-Tour de Luxembourg,LUXEMBOURG,ME,2.HC,2011,5.0,LUXEMBOURG,EUROPE,Luxembourg,LU,49.815273,6.129583,Europe
5807,2011-06-01,2011-06-05,Tour of Norway,NORWAY,ME,2.2,2011,5.0,NORWAY,EUROPE,Norway,NO,60.472024,8.468946,Europe
5808,2011-06-02,2011-06-05,Tour of Isparta,TURKEY,ME,2.2,2011,4.0,TURKEY,ASIA,Turkey,TR,38.963745,35.243322,Asia
5809,2011-06-02,2011-06-05,Coupe des nations Ville Saguenay,CANADA,MU,2.Ncup,2011,4.0,CANADA,AMERICAS,Canada,CA,56.130366,-106.346771,Americas
5810,2011-06-05,2011-06-05,TD Bank International Cycling Championship,UNITED STATES OF AMERICA,ME,1.HC,2011,1.0,UNITED STATES OF AMERICA,AMERICAS,United States,US,37.09024,-95.712891,Americas
5811,2011-06-05,2011-06-05,Tour de Rijke,NETHERLANDS,ME,1.1,2011,1.0,NETHERLANDS,EUROPE,Netherlands,NL,52.132633,5.291266,Europe
5812,2011-06-05,2011-06-05,Coppa della Pace - Trofeo F.lli Anelli,ITALY,ME,1.2,2011,1.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
5813,2011-06-05,2011-06-05,Therme kasseienomloop,NETHERLANDS,WE,1.2,2011,1.0,NETHERLANDS,EUROPE,Netherlands,NL,52.132633,5.291266,Europe
5814,2011-06-05,2011-06-05,Liberty Classic,UNITED STATES OF AMERICA,WE,1.1,2011,1.0,UNITED STATES OF AMERICA,AMERICAS,United States,US,37.09024,-95.712891,Americas
5815,2011-06-05,2011-06-05,G.P. dell'Arno,ITALY,MJ,1.1,2011,1.0,ITALY,EUROPE,Italy,IT,41.87194,12.56738,Europe
5816,2011-06-05,2011-06-05,Memorial Philippe Van Coningsloo,BELGIUM,ME,1.2,2011,1.0,BELGIUM,EUROPE,Belgium,BE,50.503887,4.469936,Europe
5817,2011-06-05,2011-06-05,GP du canton d'Argovie,SWITZERLAND,ME,1.1,2011,1.0,SWITZERLAND,EUROPE,Switzerland,CH,46.818188,8.227512,Europe
5818,2011-06-07,2011-06-07,Durango-Durango Emakumeen Saria,SPAIN,WE,1.2,2011,1.0,SPAIN,EUROPE,Spain,ES,40.463667,-3.74922,Europe
5819,2011-06-04,2011-06-11,Romanian Cycling Tour,ROMANIA,ME,2.2,2011,8.0,ROMANIA,EUROPE,Romania,RO,45.943161,24.96676,Europe
5820,2011-06-04,2011-06-11,Tour de Slovaquie,SLOVAKIA,ME,2.2,2011,8.0,SLOVAKIA,EUROPE,Slovakia,SK,48.669026,19.699024,Europe
5821,2011-06-05,2011-06-12,Critérium du Dauphiné,FRANCE,ME,2.UWT,2011,8.0,FRANCE,EUROPE,France,FR,46.227638,2.213749,Europe
5822,2011-06-06,2011-06-12,Tour of Singkarak,INDONESIA,ME,2.2,2011,7.0,INDONESIA,ASIA,Indonesia,ID,-0.789275,113.921327,Asia
