,Start_date,End_Date,Name,Country,Category,Class,Season,Race_Days,Continent
0,2017-10-24,2017-10-29,Vuelta a Colombia Femenina Oro y Paz,COLOMBIA,WE,2.2,2018,6.0,Americas
1,2017-10-23,2017-11-01,Vuelta a Guatemala,GUATEMALA,ME,2.2,2018,10.0,Americas
5,2017-10-27,2017-11-05,Tour du Faso,BURKINA FASO,ME,2.2,2018,10.0,Africas
6,2017-10-27,2017-11-05,Vuelta Ciclista a Venezuela,BOLIVARIAN REPUBLIC OF VENEZUELA,ME,2.2,2018,10.0,Americas
7,2017-10-28,2017-11-05,Tour of Hainan,PEOPLE'S REPUBLIC OF CHINA,ME,2.HC,2018,9.0,Asia
8,2017-11-08,2017-11-12,Tour of Fuzhou,PEOPLE'S REPUBLIC OF CHINA,ME,2.1,2018,5.0,Asia
9,2017-11-12,2017-11-12,Tour de Okinawa,JAPAN,ME,1.2,2018,1.0,Asia
12,2017-11-12,2017-11-19,Tour du Rwanda,RWANDA,ME,2.2,2018,8.0,Africas
13,2017-11-19,2017-11-19,Telkom 947 Cycle Challenge,SOUTH AFRICA,WE,1.1,2018,1.0,Africas
14,2017-11-18,2017-11-26,Tour de Singkarak,INDONESIA,ME,2.2,2018,9.0,Asia
15,2017-12-02,2017-12-04,Tour of Quanzhou Bay,PEOPLE'S REPUBLIC OF CHINA,ME,2.2,2018,3.0,Asia
18,2017-12-18,2017-12-27,Vuelta Ciclista Internacional a Costa Rica,COSTA RICA,ME,2.2,2018,10.0,Americas
22,2018-01-11,2018-01-14,Santos Women's Tour Down Under,AUSTRALIA,WE,2.1,2018,4.0,Oceania
24,2018-01-12,2018-01-21,Vuelta al Tachira en Bicicleta,BOLIVARIAN REPUBLIC OF VENEZUELA,ME,2.2,2018,10.0,Americas
25,2018-01-15,2018-01-21,La Tropicale Amissa Bongo,GABON,ME,2.1,2018,7.0,Africas
26,2018-01-16,2018-01-21,Santos Tour Down Under,AUSTRALIA,ME,2.UWT,2018,6.0,Oceania
27,2018-01-17,2018-01-21,New Zealand Cycle Classic,NEW ZEALAND,ME,2.2,2018,5.0,Oceania
28,2018-01-25,2018-01-25,"Trofeo Campos, Porreres, Felanitx, Ses Salines",SPAIN,ME,1.1,2018,1.0,Europe
31,2018-01-26,2018-01-26,Trofeo de Tramuntana: Soller - Deia,SPAIN,ME,1.1,2018,1.0,Europe
32,2018-01-24,2018-01-27,Sharjah Tour,UNITED ARAB EMIRATES,ME,2.1,2018,4.0,Asia
33,2018-01-27,2018-01-27,Gravel and Tar,NEW ZEALAND,ME,1.2,2018,1.0,Oceania
34,2018-01-27,2018-01-27,Trofeo Lloseta - Andratx,SPAIN,ME,1.1,2018,1.0,Europe
35,2018-01-27,2018-01-27,Cadel Evans Great Ocean Road Race,AUSTRALIA,WE,1.1,2018,1.0,Oceania
36,2018-01-21,2018-01-28,Vuelta a San Juan Internacional - 36 Edicion,ARGENTINA,ME,2.1,2018,8.0,Americas
37,2018-01-25,2018-01-28,Tour de Indonesia,INDONESIA,ME,2.1,2018,4.0,Asia
38,2018-01-28,2018-01-28,Trofeo Palma,SPAIN,ME,1.1,2018,1.0,Europe
39,2018-01-28,2018-01-28,Cadel Evans Great Ocean Road Race,AUSTRALIA,ME,1.UWT,2018,1.0,Oceania
40,2018-01-28,2018-01-28,Grand Prix Cycliste la Marseillaise,FRANCE,ME,1.1,2018,1.0,Europe
41,2018-01-26,2018-01-29,Tour International des Zibans,ALGERIA,ME,2.2,2018,4.0,Africas
42,2018-01-30,2018-01-31,Womens Herald Sun Tour,AUSTRALIA,WE,2.2,2018,2.0,Oceania
43,2018-01-31,2018-02-04,Volta a la Comunitat Valenciana,SPAIN,ME,2.1,2018,5.0,Europe
44,2018-01-31,2018-02-04,Herald Sun Tour,AUSTRALIA,ME,2.1,2018,5.0,Oceania
45,2018-01-31,2018-02-04,Etoile de Bessèges,FRANCE,ME,2.1,2018,5.0,Europe
46,2018-01-31,2018-02-04,Tour de l'Espoir,CAMEROON,MU,2.Ncup,2018,5.0,Africas
48,2018-02-02,2018-02-04,Tour of Eftalia Hotels & Velo Alanya,TURKEY,WE,2.2,2018,3.0,Asia
51,2018-02-06,2018-02-10,Dubai Tour,UNITED ARAB EMIRATES,ME,2.HC,2018,5.0,Asia
52,2018-02-10,2018-02-10,Vuelta Ciclista a la Región de Murcia Costa Calida,SPAIN,ME,1.1,2018,1.0,Europe
53,2018-02-06,2018-02-11,Colombia Oro y Paz,COLOMBIA,ME,2.1,2018,6.0,Americas
54,2018-02-08,2018-02-11,3ème Tour Cycliste International La Provence,FRANCE,ME,2.1,2018,4.0,Europe
55,2018-02-11,2018-02-11,Trofeo Laigueglia,ITALY,ME,1.HC,2018,1.0,Europe
56,2018-02-11,2018-02-11,Clasica de Almeria,SPAIN,ME,1.HC,2018,1.0,Europe
59,2018-02-13,2018-02-18,Tour of Oman,OMAN,ME,2.HC,2018,6.0,Asia
60,2018-02-14,2018-02-18,Volta ao Algarve em Bicicleta,PORTUGAL,ME,2.HC,2018,5.0,Europe
61,2018-02-14,2018-02-18,Vuelta a Andalucia Ruta Ciclista Del Sol,SPAIN,ME,2.HC,2018,5.0,Europe
62,2018-02-17,2018-02-18,50ème Tour Cycliste International du Haut Var Matin,FRANCE,ME,2.1,2018,2.0,Europe
63,2018-02-18,2018-02-18,GP Laguna Porec,CROATIA,ME,1.2,2018,1.0,Europe
64,2018-02-18,2018-02-18,Grand Prix Alanya,TURKEY,ME,1.2,2018,1.0,Asia
65,2018-02-20,2018-02-23,Grand Prix International de la ville d'Alger,ALGERIA,ME,2.2,2018,4.0,Africas
66,2018-02-24,2018-02-24,Omloop Het Nieuwsblad-vrouwen elite / Circuit Het Nieuwsblad-Femmes Elite,BELGIUM,WE,1.1,2018,1.0,Europe
67,2018-02-24,2018-02-24,Omloop Het Nieuwsblad Elite,BELGIUM,ME,1.UWT,2018,1.0,Europe
68,2018-02-24,2018-02-24,Faun Environnement - Classic de l'Ardèche Rhône Crussol,FRANCE,ME,1.1,2018,1.0,Europe
69,2018-02-21,2018-02-25,Abu Dhabi Tour,UNITED ARAB EMIRATES,ME,2.UWT,2018,5.0,Asia
70,2018-02-22,2018-02-25,Setmana Ciclista Valenciana,SPAIN,WE,2.2,2018,4.0,Europe
71,2018-02-22,2018-02-25,Tour of Antalya,TURKEY,ME,2.2,2018,4.0,Asia
72,2018-02-25,2018-02-25,Spar - Omloop van het Hageland - Tielt-Winge,BELGIUM,WE,1.1,2018,1.0,Europe
73,2018-02-25,2018-02-25,GP Izola,SLOVENIA,ME,1.2,2018,1.0,Europe
74,2018-02-25,2018-02-25,Kuurne-Brussel-Kuurne Juniors,BELGIUM,MJ,1.1,2018,1.0,Europe
75,2018-02-25,2018-02-25,Royal Bernard Drome Classic,FRANCE,ME,1.1,2018,1.0,Europe
76,2018-02-25,2018-02-25,Kuurne-Bruxelles-Kuurne,BELGIUM,ME,1.HC,2018,1.0,Europe
77,2018-02-27,2018-02-27,Le Samyn des Dames,BELGIUM,WE,1.2,2018,1.0,Europe
78,2018-02-27,2018-02-27,Le Samyn,BELGIUM,ME,1.1,2018,1.0,Europe
79,2018-02-28,2018-02-28,Trofej Umag - Umag Trophy,CROATIA,ME,1.2,2018,1.0,Europe
80,2018-03-03,2018-03-03,Strade Bianche,ITALY,ME,1.UWT,2018,1.0,Europe
81,2018-03-03,2018-03-03,Strade Bianche,ITALY,WE,1.WWT,2018,1.0,Europe
82,2018-03-03,2018-03-03,Trofej Porec - Porec Trophy,CROATIA,ME,1.2,2018,1.0,Europe
83,2018-03-02,2018-03-04,Tour of Mediterrennean,TURKEY,ME,2.2,2018,3.0,Asia
84,2018-03-04,2018-03-04,Grand Prix de la Ville de Lillers Souvenir Bruno Comini,FRANCE,ME,1.2,2018,1.0,Europe
85,2018-03-04,2018-03-04,Dwars door West-Vlaanderen / Johan Museeuw Classics,BELGIUM,ME,1.1,2018,1.0,Europe
86,2018-03-04,2018-03-04,International Rhodes Grand Prix,GREECE,ME,1.2,2018,1.0,Europe
87,2018-03-04,2018-03-04,GP Industria & Artigianato,ITALY,ME,1.HC,2018,1.0,Europe
88,2018-03-04,2018-03-04,Omloop van de Westhoek - Memorial Stive Vermaut,BELGIUM,WE,1.2,2018,1.0,Europe
89,2018-03-09,2018-03-09,Drentse Acht van Westerveld,NETHERLANDS,WE,1.2,2018,1.0,Europe
90,2018-03-10,2018-03-10,Danilith Nokere Koerse voor Juniores,BELGIUM,MJ,1.1,2018,1.0,Europe
91,2018-03-04,2018-03-11,Paris-Nice,FRANCE,ME,2.UWT,2018,8.0,Europe
92,2018-03-08,2018-03-11,Istarsko Proljece - Istrian Spring Trophy,CROATIA,ME,2.2,2018,4.0,Europe
93,2018-03-09,2018-03-11,International Tour of Rhodes,GREECE,ME,2.2,2018,3.0,Europe
94,2018-03-11,2018-03-11,Women's WorldTour Ronde van Drenthe,NETHERLANDS,WE,1.WWT,2018,1.0,Europe
95,2018-03-11,2018-03-11,Rabobank Dorpenomloop Rucphen,NETHERLANDS,ME,1.2,2018,1.0,Europe
96,2018-03-11,2018-03-11,Grand Prix Side,TURKEY,ME,1.2,2018,1.0,Asia
97,2018-03-11,2018-03-11,Ronde van Drenthe,NETHERLANDS,ME,1.HC,2018,1.0,Europe
98,2018-03-11,2018-03-11,Paris-Troyes,FRANCE,ME,1.2,2018,1.0,Europe
100,2018-03-11,2018-03-11,Classica da Arrabida - Cyclin'Portugal,PORTUGAL,ME,1.2,2018,1.0,Europe
101,2018-03-07,2018-03-13,Tirreno-Adriatico,ITALY,ME,2.UWT,2018,7.0,Europe
102,2018-03-14,2018-03-14,Danilith Nokere Koerse,BELGIUM,ME,1.HC,2018,1.0,Europe
103,2018-03-11,2018-03-15,Tour de Taiwan,CHINESE TAIPEI,ME,2.1,2018,5.0,Asia
104,2018-03-16,2018-03-16,Handzame Classic,BELGIUM,ME,1.HC,2018,1.0,Europe
106,2018-03-17,2018-03-17,Milano-Sanremo,ITALY,ME,1.UWT,2018,1.0,Europe
107,2018-03-14,2018-03-18,Volta ao Alentejo,PORTUGAL,ME,2.2,2018,5.0,Europe
108,2018-03-18,2018-03-18,103^ Popolarissima,ITALY,ME,1.2,2018,1.0,Europe
109,2018-03-18,2018-03-18,Trofeo Da Moreno - Piccolo Trofeo Alfredo Binda,ITALY,WJ,1.Ncup,2018,1.0,Europe
110,2018-03-18,2018-03-18,Trofeo Alfredo Binda - Comune di Cittiglio,ITALY,WE,1.WWT,2018,1.0,Europe
111,2018-03-18,2018-03-18,Guido Reybrouck Classic,BELGIUM,MJ,1.1,2018,1.0,Europe
112,2018-03-18,2018-03-18,Grand Prix de Denain - Porte du Hainaut,FRANCE,ME,1.HC,2018,1.0,Europe
113,2018-03-18,2018-03-18,Bernaudeau Junior,FRANCE,MJ,1.1,2018,1.0,Europe
114,2018-03-20,2018-03-21,Tour Cycliste International de la Pharmacie Centrale de Tunisie,TUNISIA,ME,2.2,2018,2.0,Africas
115,2018-03-21,2018-03-21,Driedaagse De Panne-Koksijde,BELGIUM,ME,1.HC,2018,1.0,Europe
116,2018-03-22,2018-03-22,Driedaagse De Panne-Koksijde,BELGIUM,WE,1.WWT,2018,1.0,Europe
117,2018-03-23,2018-03-23,Record Bank E3 Harelbeke,BELGIUM,ME,1.UWT,2018,1.0,Europe
118,2018-03-23,2018-03-23,Grand Prix International de la Pharmacie Centrale de Tunisie,TUNISIA,ME,1.2,2018,1.0,Africas
119,2018-03-24,2018-03-24,Classic Loire Atlantique,FRANCE,ME,1.1,2018,1.0,Europe
120,2018-03-18,2018-03-25,Le Tour de Langkawi,MALAYSIA,ME,2.HC,2018,8.0,Asia
121,2018-03-19,2018-03-25,Tour de Normandie,FRANCE,ME,2.2,2018,7.0,Europe
122,2018-03-19,2018-03-25,Volta Ciclista a Catalunya,SPAIN,ME,2.UWT,2018,7.0,Europe
123,2018-03-22,2018-03-25,Settimana Internazionale Coppi e Bartali,ITALY,ME,2.1,2018,4.0,Europe
124,2018-03-22,2018-03-25,Tour of Cartier - East Mediterrannean Cycling Prohect,TURKEY,ME,2.2,2018,4.0,Asia
125,2018-03-23,2018-03-25,Tour de Tochigi,JAPAN,ME,2.2,2018,3.0,Asia
127,2018-03-25,2018-03-25,Gent-Wevelgem/Grote Prijs A. Noyelle-Ieper,BELGIUM,MJ,1.Ncup,2018,1.0,Europe
128,2018-03-25,2018-03-25,Classica Aldeias do Xisto - Cyclin'Portugal,PORTUGAL,ME,1.2,2018,1.0,Europe
129,2018-03-25,2018-03-25,Gent-Wevelgem,BELGIUM,WJ,1.Ncup,2018,1.0,Europe
130,2018-03-25,2018-03-25,Cholet - Pays de la Loire,FRANCE,ME,1.1,2018,1.0,Europe
131,2018-03-25,2018-03-25,Gent-Wevelgem in Flanders Fields,BELGIUM,ME,1.UWT,2018,1.0,Europe
132,2018-03-25,2018-03-25,Gent-Wevelgem/Kattekoers-Ieper,BELGIUM,MU,1.Ncup,2018,1.0,Europe
133,2018-03-25,2018-03-25,Gent-Wevelgem In Flanders Fields,BELGIUM,WE,1.WWT,2018,1.0,Europe
134,2018-03-28,2018-03-28,Dwars door Vlaanderen / A travers la Flandre,BELGIUM,WE,1.1,2018,1.0,Europe
135,2018-03-28,2018-03-28,Dwars door Vlaanderen - A travers la Flandre,BELGIUM,ME,1.UWT,2018,1.0,Europe
136,2018-03-29,2018-03-30,Tour of Fatih Sultan Mehmet,TURKEY,ME,2.2,2018,2.0,Asia
137,2018-03-30,2018-03-30,Route Adélie de Vitré,FRANCE,ME,1.1,2018,1.0,Europe
139,2018-03-31,2018-03-31,Gran Premio Miguel Indurain,SPAIN,ME,1.1,2018,1.0,Europe
140,2018-03-31,2018-03-31,Visegrad 4 Bicycle Race- GP Slovakia,SLOVAKIA,ME,1.2,2018,1.0,Europe
141,2018-03-31,2018-03-31,Volta Limburg Classic,NETHERLANDS,ME,1.1,2018,1.0,Europe
142,2018-03-23,2018-04-01,75ta. Vuelta Ciclista del Uruguay,URUGUAY,ME,2.2,2018,10.0,Americas
144,2018-04-01,2018-04-01,GP Adria Mobil,SLOVENIA,ME,1.2,2018,1.0,Europe
145,2018-04-01,2018-04-01,La Roue Tourangelle Région Centre Val de Loire - Trophée Harmonie Mutuelle,FRANCE,ME,1.1,2018,1.0,Europe
146,2018-04-01,2018-04-01,Ronde van Vlaanderen Juniores - Tour des Flandres Juniors,BELGIUM,MJ,1.1,2018,1.0,Europe
147,2018-04-01,2018-04-01,70° Trofeo Piva,ITALY,MU,1.2U,2018,1.0,Europe
148,2018-04-01,2018-04-01,Ronde van Vlaanderen - Tour des Flandres,BELGIUM,ME,1.UWT,2018,1.0,Europe
149,2018-04-01,2018-04-01,Grand Prix Bob Jungels,LUXEMBOURG,MJ,1.1,2018,1.0,Europe
150,2018-04-01,2018-04-01,Ronde van Vlaanderen / Tour des Flandres,BELGIUM,WE,1.WWT,2018,1.0,Europe
151,2018-03-27,2018-04-02,Tour d'Algérie Cycliste,ALGERIA,ME,2.2,2018,7.0,Africas
152,2018-03-31,2018-04-02,Le Triptyque des Monts et Châteaux,BELGIUM,MU,2.2U,2018,3.0,Europe
153,2018-04-02,2018-04-02,Giro del Belvedere,ITALY,MU,1.2U,2018,1.0,Europe
154,2018-04-02,2018-04-02,Grand Prix de Dottignies,BELGIUM,WE,1.2,2018,1.0,Europe
155,2018-04-03,2018-04-03,57° G.P. Palio del Recioto,ITALY,MU,1.2U,2018,1.0,Europe
156,2018-04-04,2018-04-04,Scheldeprijs,BELGIUM,ME,1.HC,2018,1.0,Europe
157,2018-04-01,2018-04-06,"The Princess Maha Chackri Sirindhorn's  Cup ""Tour of Thailand""",THAILAND,ME,2.1,2018,6.0,Asia
158,2018-04-03,2018-04-06,Circuit Cycliste Sarthe - Pays de la Loire,FRANCE,ME,2.1,2018,4.0,Europe
159,2018-04-02,2018-04-07,Itzulia Basque Country,SPAIN,ME,2.UWT,2018,6.0,Europe
160,2018-04-07,2018-04-07,Ronde van Vlaanderen Beloften,BELGIUM,MU,1.Ncup,2018,1.0,Europe
161,2018-04-07,2018-04-07,Trofeo Edil C,ITALY,MU,1.2U,2018,1.0,Europe
162,2018-04-04,2018-04-08,Healthy Ageing Tour,NETHERLANDS,WE,2.1,2018,5.0,Europe
163,2018-04-06,2018-04-08,Circuit des Ardennes International,FRANCE,ME,2.2,2018,3.0,Europe
164,2018-04-06,2018-04-08,Healthy Ageing Tour Junior Women,NETHERLANDS,WJ,2.Ncup,2018,3.0,Europe
165,2018-04-06,2018-04-08,43. Internationale Cottbuser Junioren-Etappenfahrt 2018,GERMANY,MJ,2.1,2018,3.0,Europe
166,2018-04-08,2018-04-08,64 Klasika Primavera de Amorebieta,SPAIN,ME,1.1,2018,1.0,Europe
167,2018-04-08,2018-04-08,Paris - Roubaix Juniors,FRANCE,MJ,1.Ncup,2018,1.0,Europe
168,2018-04-08,2018-04-08,Paris-Roubaix,FRANCE,ME,1.UWT,2018,1.0,Europe
169,2018-04-08,2018-04-10,"The Princess Maha Chackri Sirindhorn's  Cup ""Women's Tour of Thailand""",THAILAND,WE,2.1,2018,3.0,Asia
170,2018-04-10,2018-04-10,Paris-Camembert,FRANCE,ME,1.1,2018,1.0,Europe
171,2018-04-11,2018-04-11,Brabantse Pijl,BELGIUM,WE,1.1,2018,1.0,Europe
172,2018-04-11,2018-04-11,De Brabantse Pijl - La Flèche Brabançonne,BELGIUM,ME,1.HC,2018,1.0,Europe
174,2018-04-14,2018-04-14,ZLM tour,NETHERLANDS,MU,1.Ncup,2018,1.0,Europe
175,2018-04-14,2018-04-14,Liège - Bastogne - Liège,BELGIUM,MU,1.2U,2018,1.0,Europe
176,2018-04-14,2018-04-14,Tour du Finistère,FRANCE,ME,1.1,2018,1.0,Europe
177,2018-04-06,2018-04-15,Tour du Maroc,MOROCCO,ME,2.2,2018,10.0,Africas
178,2018-04-11,2018-04-15,Tour du Loir et Cher E Provost,FRANCE,ME,2.2,2018,5.0,Europe
179,2018-04-12,2018-04-15,Joe Martin Stage Race,UNITED STATES OF AMERICA,ME,2.2,2018,4.0,Americas
180,2018-04-12,2018-04-15,Joe Martin Stage Race,UNITED STATES OF AMERICA,WE,2.2,2018,4.0,Americas
181,2018-04-13,2018-04-15,GP Beiras e Serra da Estrela,PORTUGAL,ME,2.1,2018,3.0,Europe
182,2018-04-13,2018-04-15,Tour de Lombok Mandalika,INDONESIA,ME,2.2,2018,3.0,Asia
183,2018-04-15,2018-04-15,Amstel Gold Race,NETHERLANDS,ME,1.UWT,2018,1.0,Europe
184,2018-04-15,2018-04-15,Tro-Bro Léon,FRANCE,ME,1.1,2018,1.0,Europe
185,2018-04-15,2018-04-15,Amstel Gold Race Ladies Edition,NETHERLANDS,WE,1.WWT,2018,1.0,Europe
186,2018-04-15,2018-04-15,46° Trofeo Città di Loano,ITALY,MJ,1.1,2018,1.0,Europe
187,2018-04-18,2018-04-18,La Flèche Wallonne,BELGIUM,ME,1.UWT,2018,1.0,Europe
188,2018-04-18,2018-04-18,La Flèche Wallonne Féminine,BELGIUM,WE,1.WWT,2018,1.0,Europe
189,2018-04-16,2018-04-20,Tour of the Alps,ITALY,ME,2.HC,2018,5.0,Europe
192,2018-04-21,2018-04-21,EPZ Omloop van Borsele,NETHERLANDS,WE,1.1,2018,1.0,Europe
193,2018-04-21,2018-04-21,Arno Wallaard Memorial,NETHERLANDS,ME,1.2,2018,1.0,Europe
194,2018-04-21,2018-04-21,Record Bank E3 Harelbeke - Junioren,BELGIUM,MJ,1.1,2018,1.0,Europe
195,2018-04-21,2018-04-21,Visegrad 4 Bicycle Race - GP Czech Republic,CZECH REPUBLIC,ME,1.2,2018,1.0,Europe
196,2018-04-17,2018-04-22,Tour of Croatia,CROATIA,ME,2.HC,2018,6.0,Europe
197,2018-04-18,2018-04-22,Tour of the Gila,UNITED STATES OF AMERICA,WE,2.2,2018,5.0,Americas
198,2018-04-18,2018-04-22,Tour of the Gila,UNITED STATES OF AMERICA,ME,2.2,2018,5.0,Americas
199,2018-04-19,2018-04-22,Tour of Mersin,TURKEY,ME,2.2,2018,4.0,Asia
200,2018-04-20,2018-04-22,Vuelta a Castilla y Leon,SPAIN,ME,2.1,2018,3.0,Europe
201,2018-04-20,2018-04-22,EPZ Omloop van Borsele,NETHERLANDS,WJ,2.Ncup,2018,3.0,Europe
203,2018-04-21,2018-04-22,Tour du Jura Cycliste,FRANCE,ME,2.2,2018,2.0,Europe
204,2018-04-22,2018-04-22,EPZ Omloop van Borsele,NETHERLANDS,MJ,1.1,2018,1.0,Europe
205,2018-04-22,2018-04-22,Visegrad 4 Bicycle Race Grand Prix Poland,POLAND,ME,1.2,2018,1.0,Europe
206,2018-04-22,2018-04-22,11° Tr. Città di S. vendemiano - 58° GP Industria & Commercio,ITALY,MU,1.2U,2018,1.0,Europe
207,2018-04-22,2018-04-22,Liège-Bastogne-Liège,BELGIUM,ME,1.UWT,2018,1.0,Europe
208,2018-04-22,2018-04-22,Liège-Bastogne-Liège Femmes,BELGIUM,WE,1.WWT,2018,1.0,Europe
209,2018-04-22,2018-04-22,Giro dell'Appennino,ITALY,ME,1.1,2018,1.0,Europe
210,2018-04-22,2018-04-22,Rutland - Melton Cicle Classic,GREAT BRITAIN,ME,1.2,2018,1.0,Europe
211,2018-04-25,2018-04-25,GP della Liberazione PINK,ITALY,WE,1.2,2018,1.0,Europe
212,2018-04-25,2018-04-25,Gran Premio della Liberazione,ITALY,MU,1.2U,2018,1.0,Europe
213,2018-04-23,2018-04-26,Tour of Limpopo,SOUTH AFRICA,ME,2.2,2018,4.0,Africas
214,2018-04-26,2018-04-28,Tour of Chongming Island UCI Women's WorldTour,PEOPLE'S REPUBLIC OF CHINA,WE,2.WWT,2018,3.0,Asia
215,2018-04-28,2018-04-28,GP Himmerland Rundt,DENMARK,ME,1.2,2018,1.0,Europe
216,2018-04-28,2018-04-28,PWZ Zuidenveld Tour,NETHERLANDS,ME,1.2,2018,1.0,Europe
217,2018-04-22,2018-04-29,Tour du Sénégal,SENEGAL,ME,2.2,2018,8.0,Africas
218,2018-04-24,2018-04-29,Tour de Romandie,SWITZERLAND,ME,2.UWT,2018,6.0,Europe
219,2018-04-26,2018-04-29,Gracia,CZECH REPUBLIC,WE,2.2,2018,4.0,Europe
220,2018-04-27,2018-04-29,Vuelta Asturias Julio Alvarez Mendo,SPAIN,ME,2.1,2018,3.0,Europe
221,2018-04-27,2018-04-29,Festival Elsy Jacobs,LUXEMBOURG,WE,2.1,2018,3.0,Europe
222,2018-04-28,2018-04-29,Belgrade Banjaluka,BOSNIA AND HERZEGOVINA,ME,2.1,2018,2.0,Europe
223,2018-04-28,2018-04-29,5éme Tour des Portes du Pays d'Othe,FRANCE,MJ,2.1,2018,2.0,Europe
224,2018-04-29,2018-04-29,Paris - Mantes-en-Yvelines,FRANCE,ME,1.2,2018,1.0,Europe
225,2018-04-29,2018-04-29,Skive-Løbet,DENMARK,ME,1.2,2018,1.0,Europe
227,2018-04-29,2018-04-29,G.P. Sportivi Sovilla-La Piccola Sanremo,ITALY,MJ,1.1,2018,1.0,Europe
229,2018-04-25,2018-05-01,Le Tour de Bretagne Cycliste,FRANCE,ME,2.2,2018,7.0,Europe
230,2018-04-28,2018-05-01,Toscana Terra di Ciclismo Eroica,ITALY,MU,2.2U,2018,4.0,Europe
231,2018-04-28,2018-05-01,La Coupe du President de la Ville de Grudzidz,POLAND,MJ,2.1,2018,4.0,Europe
232,2018-05-01,2018-05-01,Eschborn-Frankfurt,GERMANY,MU,1.2U,2018,1.0,Europe
233,2018-05-01,2018-05-01,Eschborn-Frankfurt,GERMANY,ME,1.UWT,2018,1.0,Europe
235,2018-05-01,2018-05-01,30 Memoria Andrzeja Trochanowskiego,POLAND,ME,1.2,2018,1.0,Europe
236,2018-05-02,2018-05-02,19 Memoria Romana Siemiskiego,POLAND,ME,1.2,2018,1.0,Europe
237,2018-04-28,2018-05-03,Carpathian Couriers Race,POLAND,MU,2.2U,2018,6.0,Europe
238,2018-05-01,2018-05-03,Tour of Zhoushan Island (Shengsi Stage),PEOPLE'S REPUBLIC OF CHINA,WE,2.2,2018,3.0,Asia
239,2018-05-03,2018-05-04,Tour de Yorkshire Womens Race,GREAT BRITAIN,WE,2.1,2018,2.0,Europe
240,2018-05-05,2018-05-05,Sundvolden GP,NORWAY,ME,1.2,2018,1.0,Europe
242,2018-05-02,2018-05-06,Five Rings of Moscow,RUSSIAN FEDERATION,ME,2.2,2018,5.0,Asia
243,2018-05-03,2018-05-06,Rhône-Alpes Isère Tour,FRANCE,ME,2.2,2018,4.0,Europe
244,2018-05-03,2018-05-06,Tour of Mesopotamia,TURKEY,ME,2.2,2018,4.0,Asia
245,2018-05-03,2018-05-06,Course de la Paix Juniors,CZECH REPUBLIC,MJ,2.Ncup,2018,4.0,Europe
247,2018-05-03,2018-05-06,Tour de Yorkshire,GREAT BRITAIN,ME,2.1,2018,4.0,Europe
248,2018-05-04,2018-05-06,Sri Lanka T-Cup,SRI LANKA,ME,2.2,2018,3.0,Asia
249,2018-05-04,2018-05-06,Vuelta Ciclista Comunidad de Madrid,SPAIN,ME,2.1,2018,3.0,Europe
250,2018-05-06,2018-05-06,Circuito del Porto - Trofeo Arvedi,ITALY,ME,1.2,2018,1.0,Europe
251,2018-05-06,2018-05-06,Trofee Maarten Wynants,BELGIUM,WE,1.1,2018,1.0,Europe
252,2018-05-06,2018-05-06,Flèche Ardennaise,BELGIUM,ME,1.2,2018,1.0,Europe
253,2018-05-06,2018-05-06,Ringerike GP,NORWAY,ME,1.2,2018,1.0,Europe
254,2018-05-06,2018-05-06,100 Cycle Challenge,SOUTH AFRICA,ME,1.2,2018,1.0,Africas
255,2018-05-04,2018-05-07,Tour International de la Wilaya d'Oran,ALGERIA,ME,2.2,2018,4.0,Africas
256,2018-05-06,2018-05-10,Panorama Guizhou International Women's Road Cycling Race,PEOPLE'S REPUBLIC OF CHINA,WE,2.2,2018,5.0,Asia
257,2018-05-07,2018-05-11,Memorial Dimitar Yankov - Sunny Beach,BULGARIA,MJ,2.1,2018,5.0,Europe
258,2018-05-10,2018-05-11,Tour of Uppsala,SWEDEN,WE,2.2,2018,2.0,Europe
259,2018-05-12,2018-05-12,Visegrad 4 Kerekparverseny,HUNGARY,ME,1.2,2018,1.0,Europe
260,2018-05-12,2018-05-12,110th Scandinavian Race in Uppsala 1909-2018,SWEDEN,ME,1.2,2018,1.0,Europe
261,2018-05-12,2018-05-12,Rabobank 7-Dorpenomloop Aalburg,NETHERLANDS,WE,1.2,2018,1.0,Europe
262,2018-05-12,2018-05-12,Ronde van Overijssel,NETHERLANDS,ME,1.2,2018,1.0,Europe
263,2018-05-08,2018-05-13,4 Jours de Dunkerque / Grand Prix des Hauts de France,FRANCE,ME,2.HC,2018,6.0,Europe
265,2018-05-09,2018-05-13,Flèche du Sud,LUXEMBOURG,ME,2.2,2018,5.0,Europe
266,2018-05-11,2018-05-13,CCC Tour - Grody Piastowskie,POLAND,ME,2.2,2018,3.0,Europe
267,2018-05-11,2018-05-13,Vuelta Aragon,SPAIN,ME,2.1,2018,3.0,Europe
268,2018-05-12,2018-05-13,44e Tour de Gironde International,FRANCE,MJ,2.1,2018,2.0,Europe
269,2018-05-13,2018-05-13,Gran Premio Industrie del Marmo,ITALY,MU,1.2U,2018,1.0,Europe
270,2018-05-13,2018-05-13,Grand Prix Criquielion,BELGIUM,ME,1.2,2018,1.0,Europe
271,2018-05-13,2018-05-13,72ste Profronde van Noord-Holland,NETHERLANDS,ME,1.2,2018,1.0,Europe
272,2018-05-17,2018-05-17,Durango-Durango Emakumeen Saria,SPAIN,WE,1.2,2018,1.0,Europe
