,Start_date,End_Date,Name,Country,Category,Class,Season,Race_Days,Continent
4568,2009-06-06,2009-06-06,GP Triberg-Schwarzwald,GERMANY,ME,1.1,2009,1.0,Europe
4569,2009-06-02,2009-06-07,Baltyk Karkonosze Tour,POLAND,ME,2.2,2009,6.0,Europe
4570,2009-06-03,2009-06-07,Volta Ciclistica internacional do Paraná,BRAZIL,ME,2.2,2009,5.0,Americas
4571,2009-06-03,2009-06-07,Skoda-Tour de Luxembourg,LUXEMBOURG,ME,2.HC,2009,5.0,Europe
4572,2009-06-03,2009-06-07,Ringerike GP,NORWAY,ME,2.2,2009,5.0,Europe
4573,2009-06-04,2009-06-07,Coupe des nations Ville Saguenay,CANADA,MU,2.Ncup,2009,4.0,Americas
4574,2009-06-04,2009-06-07,Tour du Pays de Vaud,SWITZERLAND,MJ,2.1,2009,4.0,Europe
4575,2009-06-05,2009-06-07,Sparkassen Münsterland Tour,GERMANY,MJ,2.1,2009,3.0,Europe
4576,2009-06-07,2009-06-07,Therme kasseienomloop,NETHERLANDS,WE,1.2,2009,1.0,Europe
4577,2009-06-07,2009-06-07,Liberty Classic,UNITED STATES OF AMERICA,WE,1.1,2009,1.0,Americas
4578,2009-06-07,2009-06-07,GP Dell'Arno,ITALY,MJ,1.1,2009,1.0,Europe
4579,2009-06-07,2009-06-07,Philadelphia International Championship,UNITED STATES OF AMERICA,ME,1.HC,2009,1.0,Americas
4580,2009-06-07,2009-06-07,Memorial Ph. Van Coningsloo,BELGIUM,ME,1.2,2009,1.0,Europe
4581,2009-06-07,2009-06-07,"GP du canton d'Argovie, Gippingen",SWITZERLAND,ME,1.HC,2009,1.0,Europe
4582,2009-06-07,2009-06-07,Coppa Colli Briantei Internazionale,ITALY,ME,1.2,2009,1.0,Europe
4583,2009-06-07,2009-06-07,Coppa della Pace - Trofeo F.lli Anelli,ITALY,ME,1.2,2009,1.0,Europe
4584,2009-06-09,2009-06-09,Durango-Durango Emakumeen Saria,SPAIN,WE,1.2,2009,1.0,Europe
4585,2009-06-07,2009-06-11,Tour de Pei,CANADA,WE,2.2,2009,5.0,Americas
4586,2009-06-06,2009-06-13,Romanian Cycling Tour,ROMANIA,ME,2.2,2009,8.0,Europe
4587,2009-06-07,2009-06-13,Internationale Thüringen-Rundfahrt U23,GERMANY,MU,2.2U,2009,7.0,Europe
4588,2009-06-05,2009-06-14,Tour de Korea,KOREA,ME,2.2,2009,10.0,Asia
4589,2009-06-07,2009-06-14,Critérium du Dauphiné Libéré,FRANCE,ME,2.UWT,2009,8.0,Europe
4590,2009-06-09,2009-06-14,Tour de Beauce,CANADA,ME,2.2,2009,6.0,Americas
4591,2009-06-11,2009-06-14,Iurreta-Emakumeen Bira,SPAIN,WE,2.1,2009,4.0,Europe
4592,2009-06-11,2009-06-14,Tour de Lorraine Juniors,FRANCE,MJ,2.1,2009,4.0,Europe
4593,2009-06-11,2009-06-14,Ronde de l'Oise,FRANCE,ME,2.2,2009,4.0,Europe
4594,2009-06-11,2009-06-14,GP Internacional CTT Correios de Portugal,PORTUGAL,ME,2.1,2009,4.0,Europe
4595,2009-06-11,2009-06-14,Trofeo Karlsberg,GERMANY,MJ,2.Ncup,2009,4.0,Europe
4596,2009-06-12,2009-06-14,Delta Tour Zeeland,NETHERLANDS,ME,2.1,2009,3.0,Europe
4597,2009-06-10,2009-06-16,Circuito Montañés,SPAIN,ME,2.2,2009,7.0,Europe
4598,2009-06-18,2009-06-19,Giro del Trentino Alto Adige - Südtirol,ITALY,WE,2.1,2009,2.0,Europe
4599,2009-06-18,2009-06-20,Rabo Ster Zeeuwsche Eilanden,NETHERLANDS,WE,2.2,2009,3.0,Europe
4600,2009-06-18,2009-06-20,Tour of Malopolska,POLAND,ME,2.2,2009,3.0,Europe
4601,2009-06-07,2009-06-21,Vuelta a Colombia,COLOMBIA,ME,2.2,2009,15.0,Americas
4602,2009-06-12,2009-06-21,Giro Ciclistico d'Italia,ITALY,ME,2.2,2009,10.0,Europe
4603,2009-06-13,2009-06-21,Tour de Suisse,SWITZERLAND,ME,2.UWT,2009,9.0,Europe
4604,2009-06-15,2009-06-21,Tour de Serbie,SERBIA,ME,2.2,2009,7.0,Europe
4605,2009-06-17,2009-06-21,Ster Elektrotoer,NETHERLANDS,ME,2.1,2009,5.0,Europe
4606,2009-06-18,2009-06-21,Boucles de la Mayenne,FRANCE,ME,2.2,2009,4.0,Europe
4607,2009-06-18,2009-06-21,Tour de Slovénie,SLOVENIA,ME,2.1,2009,4.0,Europe
4608,2009-06-18,2009-06-21,Grande Boucle Féminine Internationale,FRANCE,WE,2.2,2009,4.0,Europe
4609,2009-06-18,2009-06-21,Route du Sud - la Dépêche du Midi,FRANCE,ME,2.1,2009,4.0,Europe
4610,2009-06-18,2009-06-21,Vuelta al Besaya,SPAIN,MJ,2.1,2009,4.0,Europe
4611,2009-06-19,2009-06-21,Tour des Pays de Savoie,FRANCE,MU,2.2U,2009,3.0,Europe
4612,2009-06-20,2009-06-21,Internationale Mainfrankentour,GERMANY,MU,2.2U,2009,2.0,Europe
4613,2009-06-21,2009-06-21,Int. Raiffeisen Grand Prix,AUSTRIA,ME,1.2,2009,1.0,Europe
4614,2009-06-21,2009-06-21,Trofeo Buffoni,ITALY,MJ,1.1,2009,1.0,Europe
4615,2009-06-24,2009-06-24,Internationale Wielertrofee Jong Maar Moedig I.W.T.,BELGIUM,ME,1.2,2009,1.0,Europe
4616,2009-06-24,2009-06-24,Halle-Ingooigem,BELGIUM,ME,1.1,2009,1.0,Europe
4617,2009-06-24,2009-06-24,Giro dell'Appennino,ITALY,ME,1.1,2009,1.0,Europe
4622,2009-07-04,2009-07-04,Tour du Jura,SWITZERLAND,ME,1.2,2009,1.0,Europe
4625,2009-07-04,2009-07-04,Cronoscalata Gardone V.T. - Prati di Caregno,ITALY,ME,1.2,2009,1.0,Europe
4626,2009-06-24,2009-07-05,Vuelta Ciclista a Venezuela,BOLIVARIAN REPUBLIC OF VENEZUELA,ME,2.2,2009,12.0,Americas
4627,2009-07-01,2009-07-05,Course de Solidarnosc et des Champions Olympiques,POLAND,ME,2.1,2009,5.0,Europe
4628,2009-07-01,2009-07-05,Tre Ciclistica Internazionale Bresciana,ITALY,MJ,2.1,2009,5.0,Europe
4631,2009-07-05,2009-07-05,Tour du Doubs,FRANCE,ME,1.1,2009,1.0,Europe
4632,2009-07-05,2009-07-05,Giro Ciclistico Valli Aretine,ITALY,ME,1.2,2009,1.0,Europe
4633,2009-07-01,2009-07-06,Tour of Azerbaïjan,ISLAMIC REPUBLIC OF IRAN,ME,2.2,2009,6.0,Asia
4634,2009-07-03,2009-07-06,Sint-Martinusprijs Kontich,BELGIUM,MJ,2.1,2009,4.0,Europe
4635,2009-07-07,2009-07-07,Trofeo Citta' di Brescia  Mem. Fiori e Volpi,ITALY,ME,1.2,2009,1.0,Europe
4636,2009-07-09,2009-07-09,Prova Ciclistica 9 de Julho,BRAZIL,ME,1.2,2009,1.0,Americas
4637,2009-07-10,2009-07-11,GP Cycliste de Gemenc,HUNGARY,ME,2.2,2009,2.0,Europe
4638,2009-07-11,2009-07-11,Gent - Menen,BELGIUM,MJ,1.1,2009,1.0,Europe
4639,2009-07-03,2009-07-12,Giro d'Italia Internazionale Femminile,ITALY,WE,2.1,2009,10.0,Europe
4640,2009-07-04,2009-07-12,Tour cycliste International de Martinique,FRANCE,ME,2.2,2009,9.0,Europe
4641,2009-07-05,2009-07-12,Int. Österreich-Rundfahrt-Tour of Austria,AUSTRIA,ME,2.HC,2009,8.0,Europe
4642,2009-07-08,2009-07-12,GP Internacional Torres Vedras - Joaquim Agostinho,PORTUGAL,ME,2.2,2009,5.0,Europe
4643,2009-07-09,2009-07-12,Tour Feminin - O cenu Ceskeho Svycarska,CZECH REPUBLIC,WE,2.2,2009,4.0,Europe
4644,2009-07-11,2009-07-12,GP Général Patton,LUXEMBOURG,MJ,2.Ncup,2009,2.0,Europe
4645,2009-07-12,2009-07-12,Giro del Medio Brenta,ITALY,ME,1.2,2009,1.0,Europe
4646,2009-07-11,2009-07-14,Ain'Ternational-Rhône Alpes-Valromey Tour,FRANCE,MJ,2.1,2009,4.0,Europe
4647,2009-07-14,2009-07-17,Tour of the Red River Gorge,UNITED STATES OF AMERICA,MJ,2.1,2009,4.0,Americas
4648,2009-07-18,2009-07-18,GP Cento Carnevale d'Europa,ITALY,WE,1.2,2009,1.0,Europe
4649,2009-07-18,2009-07-18,Grand Prix Cristal Energie,FRANCE,ME,1.2,2009,1.0,Europe
4650,2009-07-16,2009-07-19,Tour de Bretagne Féminin,FRANCE,WE,2.2,2009,4.0,Europe
4651,2009-07-17,2009-07-19,Vuelta a la Comunidad de Madrid,SPAIN,ME,2.1,2009,3.0,Europe
4652,2009-07-19,2009-07-19,Trofeo San Rocco,ITALY,MJ,1.1,2009,1.0,Europe
4653,2009-07-19,2009-07-19,Giro del Casentino,ITALY,ME,1.2,2009,1.0,Europe
4654,2009-07-19,2009-07-19,Giro della Prov. Reggio-Calabria,ITALY,ME,1.1,2009,1.0,Europe
4655,2009-07-19,2009-07-19,Trophée des Champions,FRANCE,ME,1.2,2009,1.0,Europe
4660,2009-07-25,2009-07-25,Omloop Het Volk,BELGIUM,MJ,1.1,2009,1.0,Europe
4661,2009-07-25,2009-07-25,Prueba Villafranca de Ordizia - Clasica de Ordizia,SPAIN,ME,1.1,2009,1.0,Europe
4662,2009-07-04,2009-07-26,Tour de France,FRANCE,ME,2.UWT,2009,21.0,Europe
4663,2009-07-17,2009-07-26,Tour of Qinghai Lake,PEOPLE'S REPUBLIC OF CHINA,ME,2.HC,2009,10.0,Asia
4664,2009-07-21,2009-07-26,Tour de l' Abitibi,CANADA,MJ,2.Ncup,2009,6.0,Americas
4665,2009-07-21,2009-07-26,International Thüringen Rundfahrt der Frauen,GERMANY,WE,2.1,2009,6.0,Europe
4666,2009-07-22,2009-07-26,Brixia Tour,ITALY,ME,2.1,2009,5.0,Europe
4667,2009-07-22,2009-07-26,Sachsen-Tour International um den Sparkassen-Cup,GERMANY,ME,2.1,2009,5.0,Europe
4668,2009-07-22,2009-07-26,3 Giorni Orobica - Gran Premio Italmoda,ITALY,MJ,2.1,2009,5.0,Europe
4669,2009-07-23,2009-07-26,Tour Féminin en Limousin,FRANCE,WE,2.2,2009,4.0,Europe
4670,2009-07-24,2009-07-26,Internationale Niedersachsen-Rundfahrt der Junioren,GERMANY,MJ,2.1,2009,3.0,Europe
4671,2009-07-25,2009-07-26,Grand Prix Bradlo,SLOVAKIA,ME,2.2,2009,2.0,Europe
4672,2009-07-26,2009-07-26,Ronde van Vlaanderen Juniores - Tour des Flandres Juniors,BELGIUM,MJ,1.1,2009,1.0,Europe
4673,2009-07-26,2009-07-26,Grand Prix de la ville de Pérenchies,FRANCE,ME,1.2,2009,1.0,Europe
4674,2009-07-26,2009-07-26,Gran Premio Inda - Trofeo Aras Frattini a.m.,ITALY,ME,1.2,2009,1.0,Europe
4675,2009-07-25,2009-07-27,Kreiz Breizh Elites,FRANCE,ME,2.2,2009,3.0,Europe
4676,2009-07-25,2009-07-29,Tour de Wallonie,BELGIUM,ME,2.HC,2009,5.0,Europe
4677,2009-07-28,2009-07-30,Perlis Open,MALAYSIA,ME,2.2,2009,3.0,Asia
4678,2009-07-31,2009-07-31,"Circuito de Getxo ""Memorial Ricardo Otxoa""",SPAIN,ME,1.1,2009,1.0,Europe
4679,2009-07-31,2009-07-31,Open de Suède Vargarda TTT,SWEDEN,WE,CDM,2009,1.0,Europe
4680,2009-07-28,2009-08-01,Dookola Mazowsza,POLAND,ME,2.2,2009,5.0,Europe
4681,2009-08-01,2009-08-01,Coppa Città di Offida,ITALY,MJ,1.1,2009,1.0,Europe
4682,2009-08-01,2009-08-01,Clasica Ciclista San Sebastian - San Sebastian,SPAIN,ME,1.UWT,2009,1.0,Europe
4683,2009-08-01,2009-08-01,GP P-Nivo,HUNGARY,ME,1.2,2009,1.0,Europe
4684,2009-08-01,2009-08-01,Scandinavian Open,SWEDEN,ME,1.2,2009,1.0,Europe
4685,2009-07-29,2009-08-02,Tour Alsace,FRANCE,ME,2.2,2009,5.0,Europe
4686,2009-07-29,2009-08-02,Post Danmark Rundt - Tour of Denmark,DENMARK,ME,2.HC,2009,5.0,Europe
4687,2009-07-31,2009-08-02,Liège - La Gleize,BELGIUM,MJ,2.1,2009,3.0,Europe
4688,2009-08-02,2009-08-02,GP Betonexpressz 2000,HUNGARY,ME,1.2,2009,1.0,Europe
4689,2009-08-02,2009-08-02,Sparkassen Giro,GERMANY,ME,1.1,2009,1.0,Europe
4690,2009-08-02,2009-08-02,Urkiola Igoera - Subida Urkiola,SPAIN,ME,1.1,2009,1.0,Europe
4691,2009-08-02,2009-08-02,Open de Suède Vargarda,SWEDEN,WE,CDM,2009,1.0,Europe
4692,2009-08-02,2009-08-02,Giro Ciclistico del Cigno - Memorial Mattia Rosa,ITALY,ME,1.2,2009,1.0,Europe
4693,2009-08-02,2009-08-02,La Poly Normande,FRANCE,ME,1.1,2009,1.0,Europe
4694,2009-08-02,2009-08-02,Trofeo Beato Bernardo,ITALY,MJ,1.1,2009,1.0,Europe
4695,2009-08-02,2009-08-02,Sparkassen Giro,GERMANY,WE,1.1,2009,1.0,Europe
4696,2009-08-05,2009-08-05,GP Folignano - Trofeo AVIS,ITALY,ME,1.2,2009,1.0,Europe
4697,2009-08-04,2009-08-06,Tour des Pyrénées - Vuelta a los Pirineos,FRANCE,ME,2.2,2009,3.0,Europe
4698,2009-08-05,2009-08-06,Paris-Corrèze,FRANCE,ME,2.1,2009,2.0,Europe
4699,2009-08-06,2009-08-06,GP Industria e Commercio  Artigianato Carnaghese,ITALY,ME,1.1,2009,1.0,Europe
4702,2009-08-02,2009-08-08,Tour de Pologne,POLAND,ME,2.UWT,2009,7.0,Europe
4703,2009-08-04,2009-08-08,Vuelta Ciclista a León,SPAIN,ME,2.2,2009,5.0,Europe
4704,2009-08-08,2009-08-08,G.P. Camaiore,ITALY,ME,1.1,2009,1.0,Europe
4705,2009-08-05,2009-08-09,Vuelta a Burgos,SPAIN,ME,2.HC,2009,5.0,Europe
4706,2009-08-06,2009-08-09,Tour de la Région de Lodz,POLAND,MJ,2.1,2009,4.0,Europe
4707,2009-08-07,2009-08-09,Volta Ciclística Internacional de Campos,BRAZIL,ME,2.2,2009,3.0,Americas
4708,2009-08-07,2009-08-09,Tour of Szeklerland,ROMANIA,ME,2.2,2009,3.0,Europe
4709,2009-08-07,2009-08-09,Int. Oberösterreich Juniorenradrundfahrt,AUSTRIA,MJ,2.1,2009,3.0,Europe
4710,2009-08-09,2009-08-09,Trofeo Internazionale Bastianelli,ITALY,ME,1.2,2009,1.0,Europe
4713,2009-08-09,2009-08-09,Holland Hills Classic,NETHERLANDS,WE,1.2,2009,1.0,Europe
4714,2009-08-08,2009-08-10,Tour of East Java,INDONESIA,ME,2.2,2009,3.0,Asia
4715,2009-08-11,2009-08-11,GP Citta' di Felino,ITALY,ME,1.2,2009,1.0,Europe
4716,2009-08-09,2009-08-12,Tour de l'Ain,FRANCE,ME,2.1,2009,4.0,Europe
4717,2009-08-09,2009-08-14,La Route de France,FRANCE,WE,2.1,2009,6.0,Europe
4718,2009-08-14,2009-08-14,Puchar Ministra Obrony Narodowej,POLAND,ME,1.2,2009,1.0,Europe
4719,2009-08-12,2009-08-15,Mi-Août Bretonne,FRANCE,ME,2.2,2009,4.0,Europe
4720,2009-08-15,2009-08-15,Ronde des Vallées,FRANCE,MJ,1.1,2009,1.0,Europe
4721,2009-08-15,2009-08-15,Memorial Henryka Lasaka,POLAND,ME,1.2,2009,1.0,Europe
4722,2009-08-05,2009-08-16,Volta a Portugal em Bicicleta - EDP,PORTUGAL,ME,2.HC,2009,12.0,Europe
4723,2009-08-07,2009-08-16,Tour Cycliste Intenationale de la Guadeloupe,FRANCE,ME,2.2,2009,10.0,Europe
4724,2009-08-16,2009-08-16,Puchar Uzdrowisk Karpackich,POLAND,ME,1.2,2009,1.0,Europe
4726,2009-08-16,2009-08-16,Vattenfall Cyclassics,GERMANY,ME,1.UWT,2009,1.0,Europe
4728,2009-08-16,2009-08-16,GP Capodarco,ITALY,ME,1.2,2009,1.0,Europe
4729,2009-08-16,2009-08-16,Antwerpse Havenpijl,BELGIUM,ME,1.2,2009,1.0,Europe
4730,2009-08-16,2009-08-16,Omloop der Vlaamse Gewesten,BELGIUM,MJ,1.1,2009,1.0,Europe
4732,2009-08-17,2009-08-17,Gara Ciclistica Montappone - Tr. Marini Silvano Cappelli Sp.,ITALY,ME,1.2,2009,1.0,Europe
4736,2009-08-18,2009-08-18,GP Stad Zottegem,BELGIUM,ME,1.1,2009,1.0,Europe
4737,2009-08-18,2009-08-18,Tre Valli Varesine,ITALY,ME,1.HC,2009,1.0,Europe
4740,2009-08-19,2009-08-19,Coppa Agostoni - giro delle Brianze,ITALY,ME,1.1,2009,1.0,Europe
4741,2009-08-20,2009-08-20,Coppa Bernocchi,ITALY,ME,1.1,2009,1.0,Europe
4742,2009-08-18,2009-08-21,Tour du Limousin,FRANCE,ME,2.1,2009,4.0,Europe
4743,2009-08-22,2009-08-22,Trofeo Melinda - val di Non,ITALY,ME,1.1,2009,1.0,Europe
4744,2009-08-22,2009-08-22,GP de Plouay-Bretagne,FRANCE,WE,CDM,2009,1.0,Europe
4745,2009-08-20,2009-08-23,Regio-Tour,GERMANY,MJ,2.1,2009,4.0,Europe
4746,2009-08-21,2009-08-23,Albstadt-Frauen-Etappenrennen,GERMANY,WE,2.2,2009,3.0,Europe
4747,2009-08-21,2009-08-23,Tour of Ireland,IRELAND,ME,2.1,2009,3.0,Europe
4748,2009-08-23,2009-08-23,GP Ouest France - Plouay,FRANCE,ME,1.UWT,2009,1.0,Europe
4749,2009-08-18,2009-08-25,Eneco Tour,BELGIUM,ME,2.UWT,2009,8.0,Europe
4750,2009-08-25,2009-08-25,Grand Prix des Marbriers,FRANCE,ME,1.2,2009,1.0,Europe
4751,2009-08-26,2009-08-26,Druivenkoers - Overijse,BELGIUM,ME,1.1,2009,1.0,Europe
4752,2009-08-25,2009-08-28,Tour du Poitou Charentes et de la Vienne,FRANCE,ME,2.1,2009,4.0,Europe
4753,2009-08-25,2009-08-29,Trophée d'Or Féminin,FRANCE,WE,2.2,2009,5.0,Europe
4754,2009-08-29,2009-08-29,Omloop Mandel - Leie - Schelde,BELGIUM,MJ,1.1,2009,1.0,Europe
4755,2009-08-29,2009-08-29,Multidigitaal.nl - Blauwe Stad TTT,NETHERLANDS,WE,1.2,2009,1.0,Europe
4756,2009-08-29,2009-08-29,Trofeo comune di Vertova Memorial Pietro Merelli,ITALY,MJ,1.1,2009,1.0,Europe
4757,2009-08-29,2009-08-29,Giro del Veneto,ITALY,ME,1.HC,2009,1.0,Europe
4758,2009-08-23,2009-08-30,Volta de Ciclismo Internacional do Estado de São Paulo,BRAZIL,ME,2.2,2009,8.0,Americas
4759,2009-08-25,2009-08-30,Giro Ciclistico della Valle d'Aosta Mont Blanc,ITALY,ME,2.2,2009,6.0,Europe
4760,2009-08-26,2009-08-30,Grand Prix Tell,SWITZERLAND,ME,2.2,2009,5.0,Europe
4761,2009-08-30,2009-08-30,Schaal Sels,BELGIUM,ME,1.1,2009,1.0,Europe
4762,2009-08-30,2009-08-30,Trofeo Emilio Paganessi,ITALY,MJ,1.1,2009,1.0,Europe
4763,2009-08-30,2009-08-30,Châteauroux Classic de l'Indre Trophée Fenioux,FRANCE,ME,1.1,2009,1.0,Europe
4764,2009-09-01,2009-09-06,Holland Ladies Tour,NETHERLANDS,WE,2.2,2009,6.0,Europe
4765,2009-09-02,2009-09-06,Tour de Slovaquie,SLOVAKIA,ME,2.2,2009,5.0,Europe
4766,2009-09-03,2009-09-06,Giro Internazionale della Lunigiana,ITALY,MJ,2.1,2009,4.0,Europe
4767,2009-09-04,2009-09-06,Grand Prix Rüebliland,SWITZERLAND,MJ,2.1,2009,3.0,Europe
4768,2009-09-06,2009-09-06,Memorial Davide Fardelli - Cronometro Individuale,ITALY,ME,1.2,2009,1.0,Europe
4769,2009-09-06,2009-09-06,Remouchamps - Ferrières - Remouchamps,BELGIUM,MJ,1.1,2009,1.0,Europe
4770,2009-09-06,2009-09-06,Grote Prijs Jef Scherens - Rondom Leuven,BELGIUM,ME,1.1,2009,1.0,Europe
4771,2009-09-06,2009-09-06,Memorial Davide Fardelli - Cronometro Individuale,ITALY,WE,1.2,2009,1.0,Europe
4772,2009-09-06,2009-09-06,Zagreb - Ljubljana,SLOVENIA,ME,1.2,2009,1.0,Europe
4773,2009-09-06,2009-09-06,Memorial Davide Fardelli - cronometro individuale,ITALY,WJ,1.1,2009,1.0,Europe
4774,2009-09-06,2009-09-06,Giro della Romagna,ITALY,ME,1.1,2009,1.0,Europe
4775,2009-09-06,2009-09-06,Memorial Davide Fardelli - cronometro individuale,ITALY,MJ,1.1,2009,1.0,Europe
4776,2009-09-09,2009-09-09,Memorial Rik Van Steenbergen,BELGIUM,ME,1.1,2009,1.0,Europe
4777,2009-09-08,2009-09-12,Tour Cycliste Féminin International Ardèche,FRANCE,WE,2.2,2009,5.0,Europe
4778,2009-09-11,2009-09-12,Univest Grand Prix,UNITED STATES OF AMERICA,ME,2.2,2009,2.0,Americas
4779,2009-09-12,2009-09-12,Parijs-Brusssel - Paris-Bruxelles,BELGIUM,ME,1.HC,2009,1.0,Europe
4780,2009-09-05,2009-09-13,Tour de l'Avenir,FRANCE,MU,2.Ncup,2009,9.0,Europe
4781,2009-09-06,2009-09-13,Tour of Bulgaria,BULGARIA,ME,2.2,2009,8.0,Europe
4782,2009-09-07,2009-09-13,Tour of Missouri,UNITED STATES OF AMERICA,ME,2.HC,2009,7.0,Americas
4783,2009-09-09,2009-09-13,Tour de Hokkaido,JAPAN,ME,2.2,2009,5.0,Asia
4784,2009-09-10,2009-09-13,Giro di Basilicata,ITALY,MJ,2.1,2009,4.0,Europe
4785,2009-09-13,2009-09-13,Rund um die Nürnberger Altstadt,GERMANY,ME,1.1,2009,1.0,Europe
4786,2009-09-13,2009-09-13,Rund um die Nürnberger Altstadt,GERMANY,WE,CDM,2009,1.0,Europe
4787,2009-09-13,2009-09-13,Chrono Champenois Masculin International,FRANCE,ME,1.2,2009,1.0,Europe
4788,2009-09-13,2009-09-13,Chrono Champenois - Trophée Européen,FRANCE,WE,1.1,2009,1.0,Europe
4789,2009-09-13,2009-09-13,GP de Fourmies / La Voix du Nord,FRANCE,ME,1.HC,2009,1.0,Europe
4790,2009-09-16,2009-09-16,Grand Prix de Wallonie,BELGIUM,ME,1.1,2009,1.0,Europe
4791,2009-09-17,2009-09-17,Tour of Vojvodina I part,SERBIA,ME,1.2,2009,1.0,Europe
4792,2009-09-18,2009-09-18,Kampioenschap van Vlaanderen,BELGIUM,ME,1.1,2009,1.0,Europe
4793,2009-09-18,2009-09-18,Tour of Vojvodina II part,SERBIA,ME,1.2,2009,1.0,Europe
4794,2009-09-18,2009-09-18,Grand Prix de la Somme « Conseil Général 80»,FRANCE,ME,1.1,2009,1.0,Europe
4795,2009-09-12,2009-09-19,Tour of  Britain,GREAT BRITAIN,ME,2.1,2009,8.0,Europe
4796,2009-09-19,2009-09-19,Praha - Karlovy Vary - Praha,CZECH REPUBLIC,ME,1.2,2009,1.0,Europe
4797,2009-08-29,2009-09-20,Vuelta a España,SPAIN,ME,2.UWT,2009,21.0,Europe
4798,2009-09-15,2009-09-20,Giro della Toscana Int. Femminile - Memorial Michela Fanini,ITALY,WE,2.1,2009,6.0,Europe
4799,2009-09-18,2009-09-20,Kroz Istru / Tour d'Istrie,CROATIA,MJ,2.Ncup,2009,3.0,Europe
4800,2009-09-19,2009-09-20,Keizer der Juniores,BELGIUM,MJ,2.1,2009,2.0,Europe
4801,2009-09-20,2009-09-20,Duo Normand,FRANCE,ME,1.2,2009,1.0,Europe
4802,2009-09-20,2009-09-20,GP Industria & Commercio di Prato,ITALY,ME,1.1,2009,1.0,Europe
4803,2009-09-20,2009-09-20,Grand Prix d'Isbergues - Pas de Calais,FRANCE,ME,1.1,2009,1.0,Europe
4804,2009-09-20,2009-09-20,Trofeo G. Bianchin,ITALY,ME,1.2,2009,1.0,Europe
4806,2009-09-23,2009-09-23,Omloop van het Houtland Lichtervelde,BELGIUM,ME,1.1,2009,1.0,Europe
4811,2009-09-25,2009-09-27,Tour du Gévaudan Languedoc-Roussillon,FRANCE,ME,2.2,2009,3.0,Europe
4813,2009-09-29,2009-09-29,Ruota d'Oro - GP Festa del Perdono,ITALY,ME,1.2,2009,1.0,Europe
4814,2009-10-03,2009-10-03,Sparkassen Münsterland Giro,GERMANY,ME,1.1,2009,1.0,Europe
4815,2009-10-03,2009-10-03,Memorial Cimurri,ITALY,ME,1.1,2009,1.0,Europe
4816,2009-10-01,2009-10-04,Circuit Franco-Belge,BELGIUM,ME,2.1,2009,4.0,Europe
4817,2009-10-02,2009-10-04,Cinturó de l'Empordà,SPAIN,ME,2.2,2009,3.0,Europe
4818,2009-10-04,2009-10-04,Tour de Vendée,FRANCE,ME,1.1,2009,1.0,Europe
4819,2009-10-08,2009-10-08,Coppa Sabatini,ITALY,ME,1.1,2009,1.0,Europe
4820,2009-10-08,2009-10-08,Paris-Bourges,FRANCE,ME,1.1,2009,1.0,Europe
4821,2009-10-10,2009-10-10,Giro dell'Emilia,ITALY,ME,1.HC,2009,1.0,Europe
4822,2009-10-11,2009-10-11,Paris-Tours Espoirs,FRANCE,MU,1.2U,2009,1.0,Europe
4823,2009-10-11,2009-10-11,Paris - Tours,FRANCE,ME,1.HC,2009,1.0,Europe
4824,2009-10-11,2009-10-11,G.P. Beghelli,ITALY,ME,1.1,2009,1.0,Europe
4825,2009-10-13,2009-10-13,Nationale Sluitingprijs - Putte - Kapellen,BELGIUM,ME,1.1,2009,1.0,Europe
4826,2009-10-15,2009-10-15,Giro del Piemonte,ITALY,ME,1.HC,2009,1.0,Europe
4827,2009-10-17,2009-10-17,Giro di Lombardia,ITALY,ME,1.UWT,2009,1.0,Europe
4828,2009-10-18,2009-10-18,Chrono des Nations,FRANCE,WJ,1.1,2009,1.0,Europe
4829,2009-10-18,2009-10-18,Chrono des Nations,FRANCE,MJ,1.1,2009,1.0,Europe
4830,2009-10-18,2009-10-18,Chrono des Nations,FRANCE,WE,1.1,2009,1.0,Europe
4840,2009-12-11,2009-12-15,Tour of Mazandaran,ISLAMIC REPUBLIC OF IRAN,MJ,2.1,2009,5.0,Asia
4841,2012-10-03,2012-10-07,Grand prix Chantal Biya,CAMEROON,ME,2.2,2013,5.0,Africas
4842,2012-10-07,2012-10-07,Tobago Cycling Classic,TRINIDAD AND TOBAGO,ME,1.2,2013,1.0,Americas
4845,2012-10-14,2012-10-21,Tour do Brasil Volta Ciclística de São Paulo-Internacional,BRAZIL,ME,2.2,2013,8.0,Americas
4846,2012-10-21,2012-10-21,Japan Cup Cycle Road Race,JAPAN,ME,1.HC,2013,1.0,Asia
4847,2012-10-19,2012-10-28,Tour du Faso,BURKINA FASO,ME,2.2,2013,10.0,Africas
4848,2012-10-20,2012-10-28,Tour of Hainan,PEOPLE'S REPUBLIC OF CHINA,ME,2.HC,2013,9.0,Asia
4850,2012-11-01,2012-11-08,Tour of Taihu Lake,PEOPLE'S REPUBLIC OF CHINA,ME,2.1,2013,8.0,Asia
4852,2012-11-02,2012-11-11,Vuelta a Bolivia,BOLIVIA,ME,2.2,2013,10.0,Americas
4854,2012-11-18,2012-11-20,Tour of Fuzhou,PEOPLE'S REPUBLIC OF CHINA,ME,2.2,2013,3.0,Asia
4855,2012-11-18,2012-11-25,Vuelta Mundo Maya,GUATEMALA,ME,2.2,2013,8.0,Americas
